pta_id,agreement_name,year,total_words,n_articles,n_chapters,hard_p1k_mean,soft_p1k_mean,mixed_p1k_mean,enf_p1k_mean,oblig_ratio,hard_total,soft_total,oblig_ratio_core,n_tig_articles,template_flag,template_exporter,is_template,is_us_tpa,is_eu_template,is_plurilateral,n_g20_parties,asymmetry_type,alschner_cluster,d_us_tpa,d_eu_template,d_other_template,d_plurilateral,d_symmetric,d_eastern_european,d_central_asian,d_modern_global
1,Japan - Thailand,2007,29808.0,175.0,17.0,15.633387010198604,1.0064412238325282,0.7045088566827697,9.561191626409018,4.997430779209161,466.0,51.0,16.91096721974909,12.0,japan_epa_template,JPN,True,False,False,False,1,bilateral_asymmetric,modern_global,0,0,1,0,0,0,0,1
2,Egypt - Turkey,2005,3912.0,40.0,8.0,23.261758691206545,0.5112474437627812,0.2556237218813906,6.3905930470347645,3.1264059304703475,91.0,3.0,1.9861111111111112,6.0,none,,False,False,False,False,1,bilateral_asymmetric,modern_global,0,0,0,0,0,0,0,1
3,Chile - Japan,2007,31380.0,201.0,17.0,14.499681325685149,1.2746972594008923,0.5417463352453792,12.651370299553856,2.854262648335306,455.0,57.0,3.753328402366864,17.0,japan_epa_template,JPN,True,False,False,False,1,bilateral_asymmetric,modern_global,0,0,1,0,0,0,0,1
4,Central European Free Trade Agreement (CEFTA) 2006,2006,789.0,6.0,3.0,13.94169835234474,0.0,0.0,0.0,2.594423320659062,11.0,0.0,,,none,,False,False,False,True,0,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
5,EFTA - Egypt,2007,5483.0,52.0,10.0,19.697246033193508,0.7295276308590188,0.7295276308590188,8.93671347802298,2.6555413702960666,108.0,8.0,3.447814910025707,19.0,none,,False,False,False,True,0,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
6,Southern African Customs Union (SACU),2002,4934.0,53.0,10.0,27.158492095662748,0.40535062829347385,0.4053506282934738,6.080259424402108,3.8426226185650587,134.0,4.0,,,none,,False,False,False,True,1,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
7,Chile - China,2005,17784.0,123.0,14.0,15.800719748088168,1.6869095816464237,0.39361223571749887,14.338731443994602,2.7742352676563202,281.0,37.0,4.395631067961165,9.0,china_template,CHN,True,False,False,False,1,bilateral_asymmetric,modern_global,0,0,1,0,0,0,0,1
8,Trans-Pacific Strategic Economic Partnership,2005,31101.0,198.0,20.0,14.211761679688756,1.1896723578019999,0.675219446320054,10.063985080865567,3.0151334898127606,442.0,58.0,2.6496543310288736,14.0,none,,False,False,False,True,0,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
9,India - Singapore,2005,31530.0,167.0,15.0,15.160164922296225,0.9514747859181731,0.47573739295908657,10.624801776086267,4.018183740353103,478.0,45.0,4.1230723606168445,22.0,none,,False,False,False,False,1,bilateral_asymmetric,modern_global,0,0,0,0,0,0,0,1
10,Panama - Singapore,2006,36915.0,199.0,16.0,14.086414736556955,1.0023025870242448,0.6772314777190844,11.16077475281051,3.2451455402694735,520.0,62.0,3.897753236862148,16.0,none,,False,False,False,False,0,bilateral_symmetric,modern_global,0,0,0,0,1,0,0,1
11,EU - Albania,2006,17284.0,137.0,14.0,21.812080536912752,0.6942837306179125,1.2728535061328397,2.77713492247165,4.029796343439019,377.0,34.0,5.044802867383512,7.0,none,,False,False,False,True,4,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
12,Turkey - Syria,2004,6086.0,51.0,7.0,20.867564903056195,0.9858692080184029,0.16431153466973383,4.600722970752547,3.6861649687808082,127.0,7.0,5.753602305475504,21.0,none,,False,False,False,False,1,bilateral_asymmetric,modern_global,0,0,0,0,0,0,0,1
13,EFTA - Lebanon,2004,5699.0,43.0,11.0,20.880856290577295,0.701877522372346,0.350938761186173,11.58097911914371,3.5974732409194594,119.0,6.0,3.7655889145496535,20.0,none,,False,False,False,True,0,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
14,Pan-Arab Free Trade Area (PAFTA),1997,2622.0,27.0,8.0,19.832189168573606,0.38138825324180015,1.1441647597254005,4.195270785659802,2.1784897025171626,52.0,4.0,,,none,,False,False,False,True,1,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
15,Gulf Cooperation Council (GCC),2001,2841.0,35.0,10.0,21.471312917986623,2.1119324181626187,0.703977472720873,2.815909890883492,1.4410418866596268,61.0,8.0,,,none,,False,False,False,True,1,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
16,EU - Algeria,2002,13456.0,109.0,12.0,20.436979785969083,0.9661117717003567,0.2972651605231867,2.6010701545778834,4.403456946095918,275.0,17.0,15.007130124777184,5.0,none,,False,False,False,True,4,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
17,US - Bahrain,2005,48180.0,195.0,19.0,13.449564134495642,1.1000415110004151,0.70568700705687,7.098381070983811,6.0225212496787845,648.0,87.0,2.7143394806172374,12.0,us_tpa_template,USA,True,True,False,False,1,bilateral_asymmetric,modern_global,1,0,0,0,0,0,0,1
19,"EFTA - Korea, Republic of",2005,11163.0,90.0,11.0,22.932903341395683,0.8062348830959419,0.44790826838663444,18.63298396488399,5.461211143957717,256.0,14.0,9.572355087150385,13.0,none,,False,False,False,True,1,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
20,Japan - Malaysia,2005,27982.0,161.0,15.0,16.046029590451003,1.1435923093417197,0.5003216353370024,11.221499535415624,5.585233364305625,449.0,46.0,17.21400945423292,11.0,japan_epa_template,JPN,True,False,False,False,1,bilateral_asymmetric,modern_global,0,0,1,0,0,0,0,1
21,Jordan - Singapore,2004,11861.0,73.0,10.0,17.28353427198381,0.7587893095017284,0.5901694629457888,6.491864092403676,4.398954556951353,205.0,16.0,6.895801409745633,11.0,none,,False,False,False,False,0,bilateral_symmetric,modern_global,0,0,0,0,1,0,0,1
23,Dominican Republic - Central America - United States Free Trade Agreement (CAFTA-DR),2004,76892.0,279.0,21.0,13.694532591166832,0.8713520262185923,0.8063257556052645,9.89699838734849,5.32628776787727,1053.0,129.0,4.325710176195614,31.0,us_tpa_template,USA,True,True,False,True,1,plurilateral_template,modern_global,1,0,0,1,0,0,0,1
24,"Korea, Republic of - Singapore",2005,39653.0,215.0,20.0,14.626888255617482,0.8826570499079515,0.6052505485083096,9.583133684714902,3.9135538294706578,580.0,59.0,1.9049531459170013,10.0,none,,False,False,False,False,1,bilateral_asymmetric,modern_global,0,0,0,0,0,0,0,1
25,Turkey - Morocco,2004,4459.0,39.0,6.0,23.099349629961875,0.22426553038797936,0.4485310607759587,7.625028033191298,4.145324063691411,103.0,3.0,3.735973597359736,5.0,none,,False,False,False,False,1,bilateral_asymmetric,modern_global,0,0,0,0,0,0,0,1
26,US - Morocco,2004,58828.0,229.0,20.0,13.496974229958523,1.104916026381995,0.7309444482219352,10.012239069830693,5.104045044957536,794.0,108.0,2.3737824675324677,11.0,us_tpa_template,USA,True,True,False,False,1,bilateral_asymmetric,modern_global,1,0,0,0,0,0,0,1
27,Thailand - New Zealand,2005,23023.0,152.0,17.0,16.548668722581766,0.7383920427398688,0.8252616948269123,13.117317465143552,3.817863296124165,381.0,36.0,3.251552795031056,7.0,none,,False,False,False,False,0,bilateral_symmetric,modern_global,0,0,0,0,1,0,0,1
29,EU - Chile,2002,32604.0,204.0,17.0,15.243528401423138,1.6562384983437615,0.5214084161452582,7.974481658692185,3.1654434016276123,497.0,71.0,,,none,,False,False,False,True,4,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
30,Turkey - Palestinian Authority,2004,5627.0,54.0,7.0,17.593744446419052,1.2440021325750845,0.7108583614714769,4.620579349564599,2.1034298915940997,99.0,11.0,3.0642247867536376,21.0,none,,False,False,False,False,1,bilateral_asymmetric,modern_global,0,0,0,0,0,0,0,1
31,Turkey - Tunisia,2004,5196.0,54.0,8.0,20.592763664357197,1.1547344110854503,0.1924557351809084,5.003849114703618,2.3664357197844494,107.0,7.0,2.3123689727463312,7.0,none,,False,False,False,False,1,bilateral_asymmetric,modern_global,0,0,0,0,0,0,0,1
32,Economic Community of West African States (ECOWAS),1993,12224.0,95.0,18.0,19.960732984293195,1.963350785340314,0.4908376963350785,2.699607329842932,2.54173347513089,244.0,30.0,,,none,,False,False,False,True,0,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
33,EFTA - Tunisia,2004,5708.0,48.0,11.0,20.672740014015417,0.350385423966363,0.0,8.759635599159076,3.169936930623686,118.0,2.0,4.218471090415211,19.0,none,,False,False,False,True,0,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
34,Japan - Mexico,2004,31018.0,179.0,15.0,16.957895415565154,1.4185311754465149,0.3546327938616287,12.154233025984912,5.902884346723408,526.0,55.0,3.6725352112676055,19.0,japan_epa_template,JPN,True,False,False,False,2,bilateral_asymmetric,modern_global,0,0,1,0,0,0,0,1
36,Thailand - Australia,2004,25957.0,164.0,17.0,16.488808413915322,0.731979812767269,1.1557575991062141,10.594444658473629,3.824954090739813,428.0,49.0,3.5103734439834025,8.0,none,,False,False,False,False,1,bilateral_asymmetric,modern_global,0,0,0,0,0,0,0,1
37,US - Australia,2004,60601.0,248.0,21.0,12.838071979010248,0.990082671903104,0.9735812940380522,7.161597993432451,4.523985990330193,778.0,119.0,2.168860551213492,14.0,us_tpa_template,USA,True,True,False,False,2,bilateral_asymmetric,modern_global,1,0,0,0,0,0,0,1
38,ASEAN - China,2004,3053.0,25.0,3.0,19.980347199475926,0.0,0.32754667540124466,2.2928267278087127,6.025221094005896,61.0,1.0,,,china_template,CHN,True,False,False,True,2,plurilateral_template,modern_global,0,0,1,1,0,0,0,1
39,EFTA - Chile,2003,15954.0,110.0,13.0,19.117462705277674,1.2536041118214867,0.5014416447285948,13.977685846809578,3.607795328235343,305.0,28.0,6.554156954156955,15.0,none,,False,False,False,True,0,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
40,EU - Egypt,2001,9401.0,93.0,12.0,21.699819168173597,1.4892032762472078,1.2764599510690353,3.5102648654398467,5.9842304010211675,204.0,26.0,26.131136516476126,5.0,none,,False,False,False,True,4,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
41,Southern African Development Community (SADC),1996,3778.0,41.0,9.0,20.645844362096348,0.5293806246691372,0.5293806246691372,3.1762837480148227,2.663843303335098,78.0,4.0,2.526439482961222,9.0,none,,False,False,False,True,1,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
42,Armenia - Turkmenistan,1995,1619.0,19.0,3.0,17.912291537986412,0.6176652254478073,1.8529956763434219,6.79431747992588,2.0145151327980235,29.0,4.0,,,none,,False,False,False,False,0,bilateral_symmetric,central_asian,0,0,0,0,1,0,1,0
43,Armenia - Russian Federation,1992,2049.0,23.0,3.0,15.129331381161542,0.0,1.4641288433382138,7.320644216691068,1.8530990727183991,31.0,3.0,,,none,,False,False,False,False,1,bilateral_asymmetric,central_asian,0,0,0,0,0,0,1,0
44,Armenia - Moldova,1993,1752.0,21.0,3.0,16.552511415525114,0.0,1.7123287671232876,6.2785388127853885,1.865582191780822,29.0,3.0,,,none,,False,False,False,False,0,bilateral_symmetric,central_asian,0,0,0,0,1,0,1,0
45,Armenia - Kazakhstan,1999,1911.0,20.0,3.0,16.745159602302458,0.523286237571952,0.0,7.326007326007326,2.381475667189953,32.0,1.0,,,none,,False,False,False,False,0,bilateral_symmetric,central_asian,0,0,0,0,1,0,1,0
46,Armenia - Ukraine,1994,1289.0,15.0,3.0,17.843289371605895,0.0,1.5515903801396431,4.654771140418929,1.6202482544608223,23.0,2.0,,,none,,False,False,False,False,0,bilateral_symmetric,central_asian,0,0,0,0,1,0,1,0
47,"Korea, Republic of - Chile",2003,37259.0,217.0,19.0,14.090555302074666,1.1272444241659734,0.40258729434499047,11.004052712096406,3.712403267219553,525.0,57.0,3.5314222712238146,13.0,none,,False,False,False,False,1,bilateral_asymmetric,modern_global,0,0,0,0,0,0,0,1
48,Central European Free Trade Agreement (CEFTA) - Accession of Croatia,2002,1241.0,11.0,3.0,16.116035455278002,0.0,0.0,0.0,2.6390008058017727,20.0,0.0,,,none,,False,False,False,False,0,bilateral_symmetric,modern_global,0,0,0,0,1,0,0,1
50,"China - Macao, China",2003,1703.0,25.0,8.0,10.569583088667057,0.5871990604815032,2.348796241926013,1.1743981209630066,1.161773341162654,18.0,5.0,0.7891156462585034,5.0,china_template,CHN,True,False,False,False,1,bilateral_asymmetric,modern_global,0,0,1,0,0,0,0,1
51,"China - Hong Kong, China",2003,2823.0,23.0,7.0,8.855827134254339,1.0626992561105206,1.4169323414806942,0.7084661707403471,1.583599008147361,25.0,7.0,0.7926421404682275,5.0,china_template,CHN,True,False,False,False,1,bilateral_asymmetric,modern_global,0,0,1,0,0,0,0,1
52,US - Singapore,2003,57899.0,222.0,21.0,14.387122402804884,1.3471735263130624,0.621772396759875,11.260988963539958,4.8995551366542225,833.0,114.0,3.6987882285054816,13.0,us_tpa_template,USA,True,True,False,False,1,bilateral_asymmetric,modern_global,1,0,0,0,0,0,0,1
53,US - Chile,2003,37875.0,162.0,11.0,12.409240924092408,0.8712871287128713,0.5544554455445545,9.029702970297029,3.228517303158887,470.0,54.0,4.715557316428948,24.0,us_tpa_template,USA,True,True,False,False,1,bilateral_asymmetric,modern_global,1,0,0,0,0,0,0,1
54,Singapore - Australia,2003,30303.0,198.0,16.0,15.18001518001518,0.825000825000825,0.726000726000726,10.56001056001056,3.1918786918786917,460.0,47.0,3.5491861288039632,13.0,none,,False,False,False,False,1,bilateral_asymmetric,modern_global,0,0,0,0,0,0,0,1
55,Turkey - Bosnia and Herzegovina,2002,4745.0,37.0,4.0,21.07481559536354,0.0,0.6322444678609063,3.582718651211802,3.3650158061116966,100.0,3.0,,,none,,False,False,False,False,1,bilateral_asymmetric,modern_global,0,0,0,0,0,0,0,1
56,Turkey - Croatia,2002,3831.0,39.0,6.0,21.665361524406162,0.26102845210127906,0.5220569042025581,3.3933698773166276,2.774862960062647,83.0,3.0,2.0653753026634383,7.0,none,,False,False,False,False,0,bilateral_symmetric,modern_global,0,0,0,0,1,0,0,1
57,EU - Lebanon,2002,4701.0,44.0,10.0,23.18655605190385,0.21272069772388855,0.0,5.318017443097213,3.608593916188045,109.0,1.0,7.703703703703703,5.0,none,,False,False,False,True,4,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
58,EFTA - Singapore,2002,12763.0,75.0,12.0,17.78578704066442,1.0185693018882709,0.3134059390425449,16.37546031497297,3.9972315808717913,227.0,17.0,6.785778175313059,15.0,none,,False,False,False,True,0,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
59,Canada - Costa Rica,2001,28401.0,116.0,14.0,12.358719763388613,0.6689905285025175,0.4225203337910637,13.485440653498117,5.042316585096769,351.0,31.0,3.733188967403693,16.0,none,,False,False,False,False,1,bilateral_asymmetric,modern_global,0,0,0,0,0,0,0,1
60,EU - Croatia,2001,17553.0,130.0,16.0,16.521392354583263,0.8545547769612032,0.9115250954252835,1.6521392354583262,3.4808484779429913,290.0,31.0,6.920265780730897,8.0,none,,False,False,False,False,0,bilateral_symmetric,modern_global,0,0,0,0,1,0,0,1
61,EU - Jordan,1997,12489.0,102.0,13.0,18.97669949555609,1.1209864680919208,0.8007046200656578,1.9216910881575786,6.202398110337096,237.0,24.0,22.09895052473763,7.0,none,,False,False,False,True,4,plurilateral_symmetric,eastern_european,0,0,0,1,0,1,0,0
62,Japan - Singapore,2002,22355.0,155.0,22.0,18.608812346231268,0.8499217177365243,0.5367926638335943,14.627600089465444,5.162521434429285,416.0,31.0,6.3253774963468095,11.0,japan_epa_template,JPN,True,False,False,False,1,bilateral_asymmetric,modern_global,0,0,1,0,0,0,0,1
63,US - Jordan,2000,8508.0,21.0,3.0,17.160319699106722,0.9402914903620122,1.52797367183827,8.46262341325811,13.858561689838135,146.0,21.0,,,us_pre_tpa,USA,True,False,False,False,1,bilateral_asymmetric,modern_global,0,0,1,0,0,0,0,1
64,India - Sri Lanka,1998,1978.0,19.0,3.0,22.24469160768453,1.011122345803842,0.0,7.077856420626896,2.9964610717896867,44.0,2.0,,,none,,False,False,False,False,1,bilateral_asymmetric,modern_global,0,0,0,0,0,0,0,1
65,EU - Mexico,1997,7776.0,48.0,12.0,16.075102880658438,1.6718106995884774,0.9002057613168725,14.274691358024691,2.292674039780521,125.0,20.0,,,none,,False,False,False,True,5,plurilateral_symmetric,eastern_european,0,0,0,1,0,1,0,0
66,EFTA - Jordan,2001,5646.0,43.0,3.0,18.951470067304285,0.8855827134254339,0.5313496280552603,6.376195536663125,3.0503896563939072,107.0,8.0,,,none,,False,False,False,True,0,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
67,EFTA - Croatia,2001,5233.0,42.0,3.0,21.21154213644181,0.38218994840435694,0.7643798968087139,8.981463787502388,3.6272374036562844,111.0,6.0,,,none,,False,False,False,False,0,bilateral_symmetric,modern_global,0,0,0,0,1,0,0,1
68,EU - Former Yugoslav Republic of Macedonia,2001,6319.0,51.0,7.0,20.88938123120747,0.6330115524608325,0.3165057762304162,2.5320462098433296,4.2949833834467475,132.0,6.0,8.539765319426337,8.0,none,,False,False,False,True,4,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
69,New Zealand - Singapore,2000,16210.0,86.0,12.0,16.841455891425046,0.9253547193090684,0.863664404688464,11.165946946329425,5.16613818630475,273.0,29.0,4.2380038387715935,6.0,none,,False,False,False,False,0,bilateral_symmetric,modern_global,0,0,0,0,1,0,0,1
70,EFTA - Mexico,2000,14571.0,81.0,10.0,18.255438885457416,1.3725893898840162,0.4804062864594057,13.52000549035756,3.336817422734655,266.0,27.0,4.830252100840336,15.0,none,,False,False,False,True,1,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
72,Israel - Mexico,2000,28008.0,112.0,14.0,15.781205369894316,0.7854898600399886,0.3570408454727221,7.319337332190803,6.593642887746358,442.0,32.0,5.053688524590164,6.0,none,,False,False,False,False,1,bilateral_asymmetric,modern_global,0,0,0,0,0,0,0,1
73,Georgia - Armenia,1995,1599.0,23.0,3.0,1.2507817385866167,1.876172607879925,0.0,3.75234521575985,0.12320200125078173,2.0,3.0,,,none,,False,False,False,False,0,bilateral_symmetric,central_asian,0,0,0,0,1,0,1,0
74,Georgia - Azerbaijan,1996,1651.0,20.0,3.0,0.0,2.4227740763173835,0.0,4.845548152634767,0.0,0.0,4.0,,,none,,False,False,False,False,0,bilateral_symmetric,central_asian,0,0,0,0,1,0,1,0
75,Georgia - Kazakhstan,1997,1985.0,18.0,3.0,1.0075566750629723,1.0075566750629723,0.0,3.526448362720403,0.08463476070528968,2.0,2.0,,,none,,False,False,False,False,0,bilateral_symmetric,central_asian,0,0,0,0,1,0,1,0
76,Georgia - Russian Federation,1994,1824.0,24.0,3.0,1.644736842105263,1.644736842105263,0.0,4.934210526315789,0.08771929824561403,3.0,3.0,,,none,,False,False,False,False,1,bilateral_asymmetric,central_asian,0,0,0,0,0,0,1,0
77,Georgia - Turkmenistan,1996,1655.0,17.0,3.0,0.0,2.416918429003021,0.0,4.833836858006042,0.0,0.0,4.0,,,none,,False,False,False,False,0,bilateral_symmetric,central_asian,0,0,0,0,1,0,1,0
78,Georgia - Ukraine,1995,1507.0,15.0,3.0,0.0,0.6635700066357001,0.0,4.644990046449901,0.0,0.0,1.0,,,none,,False,False,False,False,0,bilateral_symmetric,central_asian,0,0,0,0,1,0,1,0
79,EFTA - Former Yugoslav Republic of Macedonia,2000,5704.0,43.0,3.0,19.635343618513325,0.1753155680224404,0.5259467040673211,6.661991584852735,3.0689866760168303,112.0,4.0,,,none,,False,False,False,True,0,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
80,Turkey - Former Yugoslav Republic of Macedonia,1999,3868.0,37.0,6.0,20.16546018614271,0.25853154084798347,0.5170630816959669,3.1023784901758016,2.6615822130299898,78.0,3.0,2.4442105263157896,7.0,none,,False,False,False,False,1,bilateral_asymmetric,modern_global,0,0,0,0,0,0,0,1
81,Kyrgyz Republic - Armenia,1994,1750.0,21.0,3.0,12.571428571428571,0.0,0.5714285714285714,4.0,1.5422857142857143,22.0,1.0,,,none,,False,False,False,False,0,bilateral_symmetric,central_asian,0,0,0,0,1,0,1,0
82,EU - South Africa,1999,16446.0,111.0,14.0,17.815882281405813,1.3377112975799585,1.3985163565608658,3.769913656816247,7.572653938140988,293.0,45.0,26.42688238954574,3.0,none,,False,False,False,True,5,plurilateral_symmetric,eastern_european,0,0,0,1,0,1,0,0
83,EU - Morocco,1996,10102.0,97.0,12.0,22.66877845971095,0.8909126905563255,0.09899029895070283,2.573747772718274,4.679155942717614,229.0,10.0,12.369495166487647,8.0,none,,False,False,False,True,4,plurilateral_symmetric,eastern_european,0,0,0,1,0,1,0,0
84,EU - Israel,1995,7204.0,83.0,15.0,21.238200999444754,0.694058856191005,2.082176568573015,2.915047196002221,2.8686609291134557,153.0,20.0,5.2444444444444445,3.0,none,,False,False,False,True,4,plurilateral_symmetric,eastern_european,0,0,0,1,0,1,0,0
85,East African Community (EAC),1999,25894.0,157.0,24.0,17.764733142813007,1.235807522978296,0.3475708658376458,2.4329960608635206,3.260887335547488,460.0,41.0,,,none,,False,False,False,True,0,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
87,EFTA - Morocco,1997,5720.0,44.0,3.0,18.181818181818183,0.0,0.34965034965034963,5.594405594405594,2.8372377622377623,104.0,2.0,,,none,,False,False,False,True,0,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
89,Melanesian Spearhead Group (MSG),1993,3120.0,22.0,2.0,13.461538461538462,0.6410256410256411,1.6025641025641026,4.166666666666667,1.7537393162393162,42.0,7.0,,,none,,False,False,False,True,0,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
90,Commonwealth of Independent States (CIS),1994,2740.0,27.0,3.0,12.043795620437956,1.094890510948905,0.36496350364963503,6.569343065693431,1.5963503649635036,33.0,4.0,,,none,,False,False,False,True,0,plurilateral_symmetric,central_asian,0,0,0,1,0,0,1,0
91,Kyrgyz Republic - Kazakhstan,1995,1699.0,19.0,3.0,23.543260741612713,0.0,0.0,7.062978222483814,2.6274278987639788,40.0,0.0,,,none,,False,False,False,False,0,bilateral_symmetric,central_asian,0,0,0,0,1,0,1,0
92,EFTA - Palestinian Authority,1998,5412.0,42.0,3.0,17.36881005173688,0.36954915003695493,0.36954915003695493,5.358462675535846,2.5474870657797486,94.0,4.0,,,none,,False,False,False,True,0,plurilateral_symmetric,modern_global,0,0,0,1,0,0,0,1
93,Kyrgyz Republic - Moldova,1995,1880.0,20.0,3.0,20.74468085106383,0.0,0.0,5.851063829787234,2.579255319148936,39.0,0.0,,,none,,False,False,False,False,0,bilateral_symmetric,central_asian,0,0,0,0,1,0,1,0
94,Kyrgyz Republic - Russian Federation,1992,2140.0,24.0,3.0,13.551401869158878,0.0,0.4672897196261682,5.140186915887851,1.6327102803738318,29.0,1.0,,,none,,False,False,False,False,1,bilateral_asymmetric,central_asian,0,0,0,0,0,0,1,0
95,Kyrgyz Republic - Ukraine,1995,1517.0,16.0,3.0,21.75346077785102,0.0,0.0,3.955174686882004,2.3038892551087673,33.0,0.0,,,none,,False,False,False,False,0,bilateral_symmetric,central_asian,0,0,0,0,1,0,1,0
96,Kyrgyz Republic - Uzbekistan,1996,1972.0,21.0,3.0,22.81947261663286,0.0,0.0,6.085192697768763,2.8032454361054766,45.0,0.0,,,none,,False,False,False,False,0,bilateral_symmetric,central_asian,0,0,0,0,1,0,1,0
97,Eurasian Economic Community (EAEC),1996,5802.0,70.0,8.0,20.854877628403997,0.3447087211306446,0.3447087211306446,1.206480523957256,1.9274388142019994,121.0,4.0,,,none,,False,False,False,True,1,plurilateral_symmetric,central_asian,0,0,0,1,0,0,1,0
98,EU - Tunisia,1995,10103.0,97.0,12.0,22.864495694348214,0.8908245075720083,0.09898050084133425,2.5734930218746905,6.461034676168795,231.0,10.0,20.978359335681933,8.0,none,,False,False,False,True,4,plurilateral_symmetric,eastern_european,0,0,0,1,0,1,0,0
99,Turkey - Israel,1996,4363.0,38.0,7.0,23.37840935136374,0.0,0.22920009168003666,4.354801741920697,5.128925051570021,102.0,1.0,13.345368916797488,5.0,none,,False,False,False,False,1,bilateral_asymmetric,modern_global,0,0,0,0,0,0,0,1
100,EU - Andorra,1991,2547.0,26.0,4.0,25.91283863368669,0.392618767177071,0.0,3.9261876717707107,4.332155477031802,66.0,1.0,,,none,,False,False,False,True,4,plurilateral_symmetric,eastern_european,0,0,0,1,0,1,0,0
