pta_id,name,parties_list,year,type,crossregional,wto_rta_id,asymmetry_type,party_a,party_b,year_int,decade,iso_a_cepii,iso_b_cepii,comlang_off,comleg_ethno,colony,distw,log_dist,ip_a,ip_b,ip_diff,ip_similarity,goods_services,oblig_ratio,total_words,n_articles,n_chapters
1,Japan - Thailand,"['JPN', 'THA']",2007,Free Trade Agreement & Economic Integration Agreement,No,1.0,bilateral_asymmetric,JPN,THA,2007,2000,JPN,THA,0.0,0.0,0.0,4417.599282581329,8.39335167877578,0.6911094,-0.237882,0.9289914,-0.9289914,1,4.997430779209161,29808.0,175.0,17.0
2,Egypt - Turkey,"['EGY', 'TUR']",2005,Free Trade Agreement,Yes,2.0,bilateral_asymmetric,EGY,TUR,2005,2000,EGY,TUR,0.0,0.0,1.0,1120.461404352188,7.021495847625149,-1.432538,0.6587791,2.0913171,-2.0913171,0,3.1264059304703475,3912.0,40.0,8.0
3,Chile - Japan,"['CHL', 'JPN']",2007,Free Trade Agreement & Economic Integration Agreement,Yes,3.0,bilateral_asymmetric,CHL,JPN,2007,2000,CHL,JPN,0.0,0.0,0.0,17351.350434053038,9.76142561716177,0.006848535,0.6911094,0.6842608649999999,-0.6842608649999999,1,2.854262648335306,31380.0,201.0,17.0
7,Chile - China,"['CHL', 'CHN']",2005,Free Trade Agreement & Economic Integration Agreement,Yes,8.0,bilateral_asymmetric,CHL,CHN,2005,2000,CHL,CHN,0.0,0.0,0.0,18884.51521621704,9.846097564508202,0.02467407,-0.8012004,0.82587447,-0.82587447,1,2.7742352676563202,17784.0,123.0,14.0
9,India - Singapore,"['IND', 'SGP']",2005,Free Trade Agreement & Economic Integration Agreement,Yes,10.0,bilateral_asymmetric,IND,SGP,2005,2000,IND,SGP,1.0,1.0,0.0,3742.2518633525847,8.227442811718285,-0.1620774,-0.3870001,0.2249227,-0.2249227,1,4.018183740353103,31530.0,167.0,15.0
10,Panama - Singapore,"['PAN', 'SGP']",2006,Free Trade Agreement & Economic Integration Agreement,Yes,11.0,bilateral_symmetric,PAN,SGP,2006,2000,PAN,SGP,0.0,0.0,0.0,18813.10332064705,9.8423088911775,0.01779067,-0.2777597,0.29555037,-0.29555037,1,3.2451455402694735,36915.0,199.0,16.0
12,Turkey - Syria,"['SYR', 'TUR']",2004,Free Trade Agreement,Yes,13.0,bilateral_asymmetric,SYR,TUR,2004,2000,SYR,TUR,0.0,0.0,1.0,753.7882384547233,6.625111477706164,-0.76491,0.6367978,1.4017078,-1.4017078,0,3.6861649687808082,6086.0,51.0,7.0
17,US - Bahrain,"['BHR', 'USA']",2005,Free Trade Agreement & Economic Integration Agreement,Yes,19.0,bilateral_asymmetric,BHR,USA,2005,2000,BHR,USA,0.0,0.0,0.0,11873.866296707152,9.382095154594339,-1.160191,2.744698,3.904889,-3.904889,1,6.0225212496787845,48180.0,195.0,19.0
20,Japan - Malaysia,"['JPN', 'MYS']",2005,Free Trade Agreement & Economic Integration Agreement,No,22.0,bilateral_asymmetric,JPN,MYS,2005,2000,JPN,MYS,0.0,0.0,0.0,4967.8206064258575,8.510736513143678,0.7902892,-1.028469,1.8187582,-1.8187582,1,5.585233364305625,27982.0,161.0,15.0
21,Jordan - Singapore,"['JOR', 'SGP']",2004,Free Trade Agreement & Economic Integration Agreement,Yes,23.0,bilateral_symmetric,JOR,SGP,2004,2000,JOR,SGP,0.0,1.0,0.0,7868.602997803879,8.970635815845808,-0.5685173,-0.3710645,0.19745279999999998,-0.19745279999999998,1,4.398954556951353,11861.0,73.0,10.0
24,"Korea, Republic of - Singapore","['KOR', 'SGP']",2005,Free Trade Agreement & Economic Integration Agreement,No,28.0,bilateral_asymmetric,KOR,SGP,2005,2000,KOR,SGP,0.0,1.0,0.0,4632.102779761314,8.4407662080743,0.5619115,-0.3870001,0.9489116,-0.9489116,1,3.9135538294706578,39653.0,215.0,20.0
25,Turkey - Morocco,"['MAR', 'TUR']",2004,Free Trade Agreement,Yes,29.0,bilateral_asymmetric,MAR,TUR,2004,2000,MAR,TUR,0.0,0.0,0.0,3499.819964530277,8.160466807448854,-1.129398,0.6367978,1.7661957999999998,-1.7661957999999998,0,4.145324063691411,4459.0,39.0,6.0
26,US - Morocco,"['MAR', 'USA']",2004,Free Trade Agreement & Economic Integration Agreement,Yes,30.0,bilateral_asymmetric,MAR,USA,2004,2000,MAR,USA,0.0,0.0,0.0,7505.676890177155,8.923414931896207,-1.129398,2.727602,3.857,-3.857,1,5.104045044957536,58828.0,229.0,20.0
27,Thailand - New Zealand,"['NZL', 'THA']",2005,Free Trade Agreement & Economic Integration Agreement,Yes,31.0,bilateral_symmetric,NZL,THA,2005,2000,NZL,THA,0.0,0.0,0.0,9650.440997358322,9.174758892496971,0.773892,-0.3392625,1.1131545,-1.1131545,1,3.817863296124165,23023.0,152.0,17.0
30,Turkey - Palestinian Authority,"['PSE', 'TUR']",2004,Free Trade Agreement,Yes,34.0,bilateral_asymmetric,PSE,TUR,2004,2000,PSE,TUR,,,,,,,0.6367978,,,0,2.1034298915940997,5627.0,54.0,7.0
31,Turkey - Tunisia,"['TUN', 'TUR']",2004,Free Trade Agreement,Yes,35.0,bilateral_asymmetric,TUN,TUR,2004,2000,TUN,TUR,0.0,0.0,1.0,1953.5415811351775,7.577399199722997,-0.9701357,0.6367978,1.6069335,-1.6069335,0,2.3664357197844494,5196.0,54.0,8.0
34,Japan - Mexico,"['JPN', 'MEX']",2004,Free Trade Agreement & Economic Integration Agreement,Yes,38.0,bilateral_asymmetric,JPN,MEX,2004,2000,JPN,MEX,0.0,0.0,0.0,11098.874775349426,9.314599010571836,0.7959489,-0.01936052,0.81530942,-0.81530942,1,5.902884346723408,31018.0,179.0,15.0
36,Thailand - Australia,"['AUS', 'THA']",2004,Free Trade Agreement & Economic Integration Agreement,Yes,40.0,bilateral_asymmetric,AUS,THA,2004,2000,AUS,THA,0.0,0.0,0.0,7152.1920032827375,8.87517416258958,1.38394,-0.2034727,1.5874127,-1.5874127,1,3.824954090739813,25957.0,164.0,17.0
37,US - Australia,"['AUS', 'USA']",2004,Free Trade Agreement & Economic Integration Agreement,Yes,41.0,bilateral_asymmetric,AUS,USA,2004,2000,AUS,USA,1.0,1.0,0.0,14802.031939536666,9.602519743540293,1.38394,2.727602,1.3436620000000001,-1.3436620000000001,1,4.523985990330193,60601.0,248.0,21.0
42,Armenia - Turkmenistan,"['ARM', 'TKM']",1995,Free Trade Agreement,No,47.0,bilateral_symmetric,ARM,TKM,1995,1990,ARM,TKM,0.0,0.0,0.0,1277.1694589597225,7.152401548058417,0.7277109,-0.2006018,0.9283127,-0.9283127,0,2.0145151327980235,1619.0,19.0,3.0
44,Armenia - Moldova,"['ARM', 'MDA']",1993,Free Trade Agreement,No,49.0,bilateral_symmetric,ARM,MDA,1993,1990,ARM,MDA,0.0,0.0,0.0,1478.6095081736564,7.298857403626912,0.6590079,1.228747,0.5697391,-0.5697391,0,1.865582191780822,1752.0,21.0,3.0
45,Armenia - Kazakhstan,"['ARM', 'KAZ']",1999,Free Trade Agreement,No,50.0,bilateral_symmetric,ARM,KAZ,1999,1990,ARM,KAZ,0.0,0.0,0.0,2377.822200615215,7.7739403060009336,0.3884244,0.3108965,0.07752789999999998,-0.07752789999999998,0,2.381475667189953,1911.0,20.0,3.0
46,Armenia - Ukraine,"['ARM', 'UKR']",1994,Free Trade Agreement,No,51.0,bilateral_symmetric,ARM,UKR,1994,1990,ARM,UKR,0.0,0.0,0.0,1327.037682920122,7.190704431005222,0.7209049,0.7417569,0.020852000000000093,-0.020852000000000093,0,1.6202482544608223,1289.0,15.0,3.0
47,"Korea, Republic of - Chile","['CHL', 'KOR']",2003,Free Trade Agreement & Economic Integration Agreement,Yes,53.0,bilateral_asymmetric,CHL,KOR,2003,2000,CHL,KOR,0.0,0.0,0.0,18230.137901011658,9.810831432153789,0.01395244,0.7639054,0.74995296,-0.74995296,1,3.712403267219553,37259.0,217.0,19.0
50,"China - Macao, China","['CHN', 'MAC']",2003,Free Trade Agreement & Economic Integration Agreement,No,56.0,bilateral_asymmetric,CHN,MAC,2003,2000,CHN,MAC,1.0,1.0,0.0,,,-0.9335987,,,,1,1.161773341162654,1703.0,25.0,8.0
51,"China - Hong Kong, China","['CHN', 'HKG']",2003,Free Trade Agreement & Economic Integration Agreement,No,57.0,bilateral_asymmetric,CHN,HKG,2003,2000,CHN,HKG,1.0,1.0,0.0,1612.3743283091069,7.385463109700428,-0.9335987,,,,1,1.583599008147361,2823.0,23.0,7.0
52,US - Singapore,"['SGP', 'USA']",2003,Free Trade Agreement & Economic Integration Agreement,Yes,58.0,bilateral_asymmetric,SGP,USA,2003,2000,SGP,USA,1.0,1.0,0.0,15122.620388476562,9.623946940833928,-0.2080732,2.795452,3.0035252,-3.0035252,1,4.8995551366542225,57899.0,222.0,21.0
53,US - Chile,"['CHL', 'USA']",2003,Free Trade Agreement & Economic Integration Agreement,Yes,59.0,bilateral_asymmetric,CHL,USA,2003,2000,CHL,USA,0.0,1.0,0.0,8338.666504545594,9.028658591027481,0.01395244,2.795452,2.78149956,-2.78149956,1,3.228517303158887,37875.0,162.0,11.0
54,Singapore - Australia,"['AUS', 'SGP']",2003,Free Trade Agreement & Economic Integration Agreement,Yes,60.0,bilateral_asymmetric,AUS,SGP,2003,2000,AUS,SGP,1.0,1.0,0.0,5893.4968648115155,8.68160479569253,1.319706,-0.2080732,1.5277792000000001,-1.5277792000000001,1,3.1918786918786917,30303.0,198.0,16.0
55,Turkey - Bosnia and Herzegovina,"['BIH', 'TUR']",2002,Free Trade Agreement,No,61.0,bilateral_asymmetric,BIH,TUR,2002,2000,BIH,TUR,0.0,0.0,1.0,1273.4978696235657,7.149522621566574,0.4710319,0.316041,0.1549909,-0.1549909,0,3.3650158061116966,4745.0,37.0,4.0
59,Canada - Costa Rica,"['CAN', 'CRI']",2001,Free Trade Agreement,Yes,66.0,bilateral_asymmetric,CAN,CRI,2001,2000,CAN,CRI,0.0,0.0,0.0,4354.893624563122,8.379055462940778,1.15971,-0.1657855,1.3254955,-1.3254955,0,5.042316585096769,28401.0,116.0,14.0
62,Japan - Singapore,"['JPN', 'SGP']",2002,Free Trade Agreement & Economic Integration Agreement,No,70.0,bilateral_asymmetric,JPN,SGP,2002,2000,JPN,SGP,0.0,0.0,0.0,5167.929747430419,8.550227451606577,0.8652131,-0.3870092,1.2522223,-1.2522223,1,5.162521434429285,22355.0,155.0,22.0
63,US - Jordan,"['JOR', 'USA']",2000,Free Trade Agreement & Economic Integration Agreement,Yes,71.0,bilateral_asymmetric,JOR,USA,2000,2000,JOR,USA,0.0,1.0,0.0,10581.418401452636,9.266854760835972,-1.337121,2.648397,3.985518,-3.985518,1,13.858561689838135,8508.0,21.0,3.0
64,India - Sri Lanka,"['IND', 'LKA']",1998,Free Trade Agreement,No,72.0,bilateral_asymmetric,IND,LKA,1998,1990,IND,LKA,0.0,0.0,0.0,1716.6056259212494,7.448104146641705,-0.516755,-0.7774074,0.2606524,-0.2606524,0,2.9964610717896867,1978.0,19.0,3.0
69,New Zealand - Singapore,"['NZL', 'SGP']",2000,Free Trade Agreement & Economic Integration Agreement,Yes,78.0,bilateral_symmetric,NZL,SGP,2000,2000,NZL,SGP,1.0,1.0,0.0,8461.286528211212,9.04325651293109,0.7933148,-0.2768327,1.0701475,-1.0701475,1,5.16613818630475,16210.0,86.0,12.0
72,Israel - Mexico,"['ISR', 'MEX']",2000,Free Trade Agreement,Yes,81.0,bilateral_asymmetric,ISR,MEX,2000,2000,ISR,MEX,0.0,0.0,0.0,12403.55000853653,9.425738001630688,2.330425,-0.6149573,2.9453823,-2.9453823,0,6.593642887746358,28008.0,112.0,14.0
73,Georgia - Armenia,"['ARM', 'GEO']",1995,Free Trade Agreement,No,82.0,bilateral_symmetric,ARM,GEO,1995,1990,ARM,GEO,0.0,0.0,0.0,222.0753574404657,5.403016772202891,0.7277109,1.203404,0.47569309999999987,-0.47569309999999987,0,0.12320200125078173,1599.0,23.0,3.0
74,Georgia - Azerbaijan,"['AZE', 'GEO']",1996,Free Trade Agreement,No,83.0,bilateral_symmetric,AZE,GEO,1996,1990,AZE,GEO,0.0,0.0,0.0,465.3847817608714,6.142864551065985,0.3164475,0.7785726,0.46212509999999996,-0.46212509999999996,0,0.0,1651.0,20.0,3.0
75,Georgia - Kazakhstan,"['GEO', 'KAZ']",1997,Free Trade Agreement,No,84.0,bilateral_symmetric,GEO,KAZ,1997,1990,GEO,KAZ,0.0,0.0,0.0,2340.5764431536672,7.758152521242299,0.7898324,0.3977052,0.3921272,-0.3921272,0,0.08463476070528968,1985.0,18.0,3.0
76,Georgia - Russian Federation,"['GEO', 'RUS']",1994,Free Trade Agreement,No,85.0,bilateral_asymmetric,GEO,RUS,1994,1990,GEO,RUS,0.0,0.0,1.0,1916.4447709745407,7.558227066755773,1.124885,0.9908366,0.13404839999999996,-0.13404839999999996,0,0.08771929824561403,1824.0,24.0,3.0
77,Georgia - Turkmenistan,"['GEO', 'TKM']",1996,Free Trade Agreement,No,86.0,bilateral_symmetric,GEO,TKM,1996,1990,GEO,TKM,0.0,0.0,0.0,1363.8856037524222,7.218092966669572,0.7785726,-0.4736001,1.2521727,-1.2521727,0,0.0,1655.0,17.0,3.0
78,Georgia - Ukraine,"['GEO', 'UKR']",1995,Free Trade Agreement,No,87.0,bilateral_symmetric,GEO,UKR,1995,1990,GEO,UKR,0.0,0.0,0.0,1145.4498955262661,7.043552760671763,1.203404,0.524077,0.6793269999999999,-0.6793269999999999,0,0.0,1507.0,15.0,3.0
80,Turkey - Former Yugoslav Republic of Macedonia,"['MKD', 'TUR']",1999,Free Trade Agreement,No,89.0,bilateral_asymmetric,MKD,TUR,1999,1990,MKD,TUR,0.0,0.0,1.0,921.5036275184154,6.826006713638663,0.6334392,0.597547,0.03589219999999993,-0.03589219999999993,0,2.6615822130299898,3868.0,37.0,6.0
81,Kyrgyz Republic - Armenia,"['ARM', 'KGZ']",1994,Free Trade Agreement,No,90.0,bilateral_symmetric,ARM,KGZ,1994,1990,ARM,KGZ,0.0,0.0,0.0,2479.679909799671,7.815884762199791,0.7209049,0.06685136,0.6540535399999999,-0.6540535399999999,0,1.5422857142857143,1750.0,21.0,3.0
91,Kyrgyz Republic - Kazakhstan,"['KAZ', 'KGZ']",1995,Free Trade Agreement,No,100.0,bilateral_symmetric,KAZ,KGZ,1995,1990,KAZ,KGZ,1.0,1.0,0.0,884.7124643558263,6.78526269318384,0.5827183,-0.106485,0.6892033,-0.6892033,0,2.6274278987639788,1699.0,19.0,3.0
93,Kyrgyz Republic - Moldova,"['KGZ', 'MDA']",1995,Free Trade Agreement,No,102.0,bilateral_symmetric,KGZ,MDA,1995,1990,KGZ,MDA,0.0,0.0,0.0,3588.208753747749,8.18540840257535,-0.106485,1.250837,1.357322,-1.357322,0,2.579255319148936,1880.0,20.0,3.0
95,Kyrgyz Republic - Ukraine,"['KGZ', 'UKR']",1995,Free Trade Agreement,No,104.0,bilateral_symmetric,KGZ,UKR,1995,1990,KGZ,UKR,0.0,0.0,0.0,3253.520770668602,8.08749300301443,-0.106485,0.524077,0.6305620000000001,-0.6305620000000001,0,2.3038892551087673,1517.0,16.0,3.0
96,Kyrgyz Republic - Uzbekistan,"['KGZ', 'UZB']",1996,Free Trade Agreement,No,105.0,bilateral_symmetric,KGZ,UZB,1996,1990,KGZ,UZB,0.0,0.0,0.0,542.0821346528292,6.295417529908497,0.4343264,0.8283361,0.3940097,-0.3940097,0,2.8032454361054766,1972.0,21.0,3.0
99,Turkey - Israel,"['ISR', 'TUR']",1996,Free Trade Agreement,Yes,108.0,bilateral_asymmetric,ISR,TUR,1996,1990,ISR,TUR,0.0,0.0,0.0,941.7721636637688,6.8477633808466045,2.273047,0.8410876,1.4319594,-1.4319594,0,5.128925051570021,4363.0,38.0,7.0
101,Canada - Chile,"['CAN', 'CHL']",1996,Free Trade Agreement & Economic Integration Agreement,Yes,110.0,bilateral_asymmetric,CAN,CHL,1996,1990,CAN,CHL,0.0,0.0,0.0,9166.055909125518,9.123262364671405,1.350935,-0.01060033,1.36153533,-1.36153533,1,3.7193512444813055,39789.0,179.0,15.0
104,Canada - Israel,"['CAN', 'ISR']",1996,Free Trade Agreement,Yes,113.0,bilateral_asymmetric,CAN,ISR,1996,1990,CAN,ISR,1.0,1.0,0.0,9445.96353973503,9.153342790585711,1.350935,2.273047,0.922112,-0.922112,0,3.0031979063981598,14202.0,74.0,11.0
106,Faroe Islands - Norway,"['FRO', 'NOR']",1992,Free Trade Agreement,No,115.0,bilateral_symmetric,FRO,NOR,1992,1990,FRO,NOR,0.0,0.0,0.0,925.2409669969559,6.830054208448499,,1.26916,,,0,2.3876139048261895,2963.0,30.0,2.0
107,Faroe Islands - Switzerland,"['CHE', 'FRO']",1994,Free Trade Agreement,No,116.0,bilateral_symmetric,CHE,FRO,1994,1990,CHE,FRO,0.0,0.0,0.0,1908.7451025535584,7.554201290742286,,,,,0,1.0157170923379175,1018.0,13.0,2.0
120,Lao People's Democratic Republic - Thailand,"['LAO', 'THA']",1991,Partial Scope Agreement,No,131.0,bilateral_symmetric,LAO,THA,1991,1990,LAO,THA,0.0,1.0,0.0,636.1272810743212,6.455398670792638,-0.9692999,-0.3773779,0.5919220000000001,-0.5919220000000001,0,2.0662609871534823,986.0,11.0,3.0
121,US - Israel,"['ISR', 'USA']",1985,Free Trade Agreement,Yes,133.0,bilateral_asymmetric,ISR,USA,1985,1980,ISR,USA,1.0,1.0,0.0,10516.264686727905,9.260678355438674,2.269006,2.699783,0.43077699999999997,-0.43077699999999997,0,3.327639190166305,3688.0,24.0,3.0
122,Australia - New Zealand (ANZCERTA),"['AUS', 'NZL']",1982,Free Trade Agreement & Economic Integration Agreement,No,134.0,bilateral_asymmetric,AUS,NZL,1982,1980,AUS,NZL,1.0,1.0,0.0,2736.360539458704,7.914384046178679,1.460075,1.462263,0.0021880000000000788,-0.0021880000000000788,1,6.972412734159074,9769.0,26.0,3.0
126,Australia - Papua New Guinea (PATCRA),"['AUS', 'PNG']",1976,Free Trade Agreement,No,139.0,bilateral_asymmetric,AUS,PNG,1976,1970,AUS,PNG,1.0,1.0,1.0,3087.2800588751793,8.035045742406984,1.363843,0.7742503,0.5895927,-0.5895927,0,1.0685774618871033,3236.0,26.0,3.0
139,Pakistan - China,"['CHN', 'PAK']",2006,Free Trade Agreement & Economic Integration Agreement,Yes,153.0,bilateral_asymmetric,CHN,PAK,2006,2000,CHN,PAK,0.0,0.0,0.0,4420.175707151794,8.3939347270309,-0.7392183,-0.5758757,0.1633426,-0.1633426,1,4.04852521687987,11335.0,85.0,13.0
141,Australia - China,"['AUS', 'CHN']",2015,Free Trade Agreement & Economic Integration Agreement,Yes,156.0,bilateral_asymmetric,AUS,CHN,2015,2010,AUS,CHN,0.0,0.0,0.0,8345.10961332569,9.029430971219458,1.326087,-0.5173009,1.8433879,-1.8433879,1,3.121289284698521,37504.0,224.0,18.0
142,Australia - Chile,"['AUS', 'CHL']",2008,Free Trade Agreement & Economic Integration Agreement,Yes,157.0,bilateral_asymmetric,AUS,CHL,2008,2000,AUS,CHL,0.0,0.0,0.0,11611.421299837875,9.359744487512522,1.413743,0.04573933,1.36800367,-1.36800367,1,2.8614282088929976,52540.0,293.0,22.0
144,Canada - Colombia,"['CAN', 'COL']",2008,Free Trade Agreement & Economic Integration Agreement,Yes,162.0,bilateral_asymmetric,CAN,COL,2008,2000,CAN,COL,0.0,0.0,0.0,4892.817314408874,8.495523554481114,1.535829,-0.1001953,1.6360243,-1.6360243,1,3.2205925402098474,60806.0,279.0,21.0
146,Canada - Rep. of Korea,"['CAN', 'KOR']",2014,Free Trade Agreement & Economic Integration Agreement,Yes,168.0,bilateral_symmetric,CAN,KOR,2014,2010,CAN,KOR,0.0,1.0,0.0,10032.813234862519,9.21361632366838,1.918065,0.8131186,1.1049463999999998,-1.1049463999999998,1,3.5192733055636283,61938.0,310.0,21.0
148,Japan - Viet Nam,"['JPN', 'VNM']",2008,Free Trade Agreement & Economic Integration Agreement,No,170.0,bilateral_asymmetric,JPN,VNM,2008,2000,JPN,VNM,0.0,0.0,0.0,3902.7218870758056,8.269429508448026,0.6179015,-1.246131,1.8640325,-1.8640325,1,5.957891621129327,18300.0,131.0,15.0
149,Japan - Indonesia,"['IDN', 'JPN']",2007,Free Trade Agreement & Economic Integration Agreement,No,172.0,bilateral_asymmetric,IDN,JPN,2007,2000,IDN,JPN,0.0,0.0,0.0,5481.533576287079,8.609140190478865,-1.05656,0.6911094,1.7476694,-1.7476694,1,4.853468470244903,25357.0,155.0,17.0
150,India - Japan,"['IND', 'JPN']",2011,Free Trade Agreement & Economic Integration Agreement,Yes,173.0,bilateral_asymmetric,IND,JPN,2011,2010,IND,JPN,0.0,0.0,0.0,6003.253339146042,8.700056824451321,-0.3047553,0.8075728,1.1123281,-1.1123281,1,5.220911454230345,25388.0,149.0,17.0
151,Japan - Australia,"['AUS', 'JPN']",2014,Free Trade Agreement & Economic Integration Agreement,Yes,175.0,bilateral_asymmetric,AUS,JPN,2014,2010,AUS,JPN,0.0,0.0,0.0,7827.079065617179,8.965344675404152,1.458463,0.9358948,0.5225682,-0.5225682,1,3.470600292119659,48382.0,276.0,19.0
155,Japan - Switzerland,"['CHE', 'JPN']",2009,Free Trade Agreement & Economic Integration Agreement,Yes,179.0,bilateral_asymmetric,CHE,JPN,2009,2000,CHE,JPN,0.0,0.0,0.0,9558.655063223267,9.165202312385302,0.7810674,0.6626935,0.11837389999999992,-0.11837389999999992,1,5.173706275625162,27073.0,156.0,17.0
156,US - Peru,"['PER', 'USA']",2006,Free Trade Agreement & Economic Integration Agreement,Yes,180.0,bilateral_asymmetric,PER,USA,2006,2000,PER,USA,0.0,1.0,0.0,5913.182225080299,8.68493941304939,0.0228073,2.657945,2.6351376999999996,-2.6351376999999996,1,4.826640188485748,75408.0,279.0,22.0
157,US - Panama,"['PAN', 'USA']",2007,Free Trade Agreement & Economic Integration Agreement,Yes,181.0,bilateral_asymmetric,PAN,USA,2007,2000,PAN,USA,0.0,1.0,0.0,3774.6040366659163,8.236050765232259,0.01319605,2.755825,2.7426289500000003,-2.7426289500000003,1,5.32948383944504,73972.0,282.0,21.0
158,US - Oman,"['OMN', 'USA']",2006,Free Trade Agreement & Economic Integration Agreement,Yes,182.0,bilateral_asymmetric,OMN,USA,2006,2000,OMN,USA,0.0,0.0,0.0,12482.545505669403,9.432086587925452,-1.513105,2.657945,4.171049999999999,-4.171049999999999,1,5.670099390877554,59891.0,221.0,20.0
