pta_id,name,parties_list,year,type,crossregional,wto_rta_id,asymmetry_type,party_a,party_b,year_int,decade,iso_a_cepii,iso_b_cepii,comlang_off,comleg_ethno,colony,distw,log_dist,ip_a,ip_b,ip_diff,ip_similarity,goods_services,oblig_ratio,total_words,n_articles,n_chapters
159,"Korea, Republic of - US","['KOR', 'USA']",2007,Free Trade Agreement & Economic Integration Agreement,Yes,183.0,bilateral_asymmetric,KOR,USA,2007,2000,KOR,USA,0.0,1.0,0.0,10682.864162766647,9.276396256594678,0.6178269,2.755825,2.1379981000000003,-2.1379981000000003,1,4.692605600516694,75056.0,272.0,23.0
160,Malaysia - Australia,"['AUS', 'MYS']",2012,Free Trade Agreement & Economic Integration Agreement,Yes,186.0,bilateral_asymmetric,AUS,MYS,2012,2010,AUS,MYS,0.0,0.0,0.0,6084.200277667808,8.713450571586192,1.361709,-0.6058103,1.9675193000000002,-1.9675193000000002,1,2.9373926342728933,38032.0,244.0,21.0
161,Pakistan - Malaysia,"['MYS', 'PAK']",2007,Free Trade Agreement & Economic Integration Agreement,Yes,187.0,bilateral_symmetric,MYS,PAK,2007,2000,MYS,PAK,0.0,0.0,0.0,4556.429720613861,8.424294639832564,-1.294956,-0.3909921,0.9039638999999999,-0.9039638999999999,1,4.534924537638399,21556.0,138.0,14.0
323,India - Afghanistan,"['AFG', 'IND']",2003,Partial Scope Agreement,No,389.0,bilateral_asymmetric,AFG,IND,2003,2000,AFG,IND,0.0,0.0,0.0,1741.2302137460708,7.462347161782401,-0.6576605,-0.06125605,0.59640445,-0.59640445,0,2.557659208261618,1743.0,19.0,3.0
324,India - Nepal,"['IND', 'NPL']",2009,Partial Scope Agreement,No,392.0,bilateral_asymmetric,IND,NPL,2009,2000,IND,NPL,0.0,0.0,0.0,1143.1842301996946,7.0415728320835775,-0.2418958,-0.3998941,0.15799829999999998,-0.15799829999999998,0,0.8928164196123147,877.0,14.0,3.0
325,Guatemala - Chinese Taipei,"['GTM', 'TWN']",2005,Free Trade Agreement & Economic Integration Agreement,Yes,424.0,bilateral_symmetric,GTM,TWN,2005,2000,GTM,TWN,0.0,0.0,0.0,14497.454559605407,9.58172836538496,0.1269503,,,,1,5.477079882425541,41052.0,227.0,20.0
326,Panama - Chinese Taipei,"['PAN', 'TWN']",2003,Free Trade Agreement & Economic Integration Agreement,Yes,425.0,bilateral_symmetric,PAN,TWN,2003,2000,PAN,TWN,0.0,0.0,0.0,15686.44399422226,9.660552178499039,-0.291021,,,,1,6.0961986402814805,46137.0,235.0,19.0
329,Chile - Malaysia,"['CHL', 'MYS']",2010,Free Trade Agreement,Yes,453.0,bilateral_symmetric,CHL,MYS,2010,2010,CHL,MYS,0.0,0.0,0.0,16649.877790232847,9.720158155455698,-0.08802377,-1.086647,0.99862323,-0.99862323,0,2.465519526235143,16098.0,123.0,15.0
330,Iceland - China,"['CHN', 'ISL']",2013,Free Trade Agreement & Economic Integration Agreement,Yes,454.0,bilateral_asymmetric,CHN,ISL,2013,2010,CHN,ISL,0.0,0.0,0.0,8321.63371076889,9.026613874006673,-0.6401316,0.9496293,1.5897609,-1.5897609,1,3.0307495329849083,15881.0,131.0,14.0
333,"Hong Kong, China - New Zealand","['HKG', 'NZL']",2010,Free Trade Agreement & Economic Integration Agreement,Yes,488.0,bilateral_symmetric,HKG,NZL,2010,2010,HKG,NZL,1.0,1.0,0.0,9303.177951544189,9.138111335989803,,0.9490771,,,1,2.6417738751616637,29382.0,194.0,20.0
334,New Zealand - Malaysia,"['MYS', 'NZL']",2009,Free Trade Agreement & Economic Integration Agreement,Yes,489.0,bilateral_symmetric,MYS,NZL,2009,2000,MYS,NZL,0.0,0.0,0.0,8624.27363086624,9.062336021641974,-0.7996597,0.8509465,1.6506062,-1.6506062,1,2.834115927607438,32158.0,204.0,19.0
335,Peru - Singapore,"['PER', 'SGP']",2008,Free Trade Agreement & Economic Integration Agreement,Yes,495.0,bilateral_symmetric,PER,SGP,2008,2000,PER,SGP,0.0,0.0,0.0,18884.49918116913,9.84609671539693,0.04639192,-0.2544997,0.30089162,-0.30089162,1,2.630497454310574,35092.0,213.0,18.0
336,China - Singapore,"['CHN', 'SGP']",2008,Free Trade Agreement & Economic Integration Agreement,No,496.0,bilateral_asymmetric,CHN,SGP,2008,2000,CHN,SGP,1.0,1.0,0.0,4097.428653458023,8.318114898253583,-0.6892999,-0.2544997,0.43480019999999997,-0.43480019999999997,1,3.627862153398187,20148.0,117.0,16.0
337,Turkey - Jordan,"['JOR', 'TUR']",2009,Free Trade Agreement,Yes,502.0,bilateral_asymmetric,JOR,TUR,2009,2000,JOR,TUR,0.0,0.0,0.0,976.7532153999805,6.88423402586729,-1.169799,0.5274425,1.6972415,-1.6972415,0,5.521919363997728,5870.0,54.0,8.0
342,US - Colombia,"['COL', 'USA']",2006,Free Trade Agreement & Economic Integration Agreement,Yes,530.0,bilateral_asymmetric,COL,USA,2006,2000,COL,USA,0.0,1.0,0.0,4251.35938266964,8.354994065521636,-0.1854641,2.657945,2.8434090999999997,-2.8434090999999997,1,4.745372617405757,75408.0,282.0,22.0
343,"Korea, Republic of - Australia","['AUS', 'KOR']",2014,Free Trade Agreement & Economic Integration Agreement,Yes,537.0,bilateral_symmetric,AUS,KOR,2014,2010,AUS,KOR,0.0,1.0,0.0,8112.907054464149,9.001211535958696,1.458463,0.8131186,0.6453444,-0.6453444,1,3.973854579238179,61353.0,307.0,23.0
344,Turkey - Chile,"['CHL', 'TUR']",2009,Free Trade Agreement,Yes,539.0,bilateral_asymmetric,CHL,TUR,2009,2000,CHL,TUR,0.0,0.0,0.0,13298.761637296295,9.49542619989712,-0.05590451,0.5274425,0.58334701,-0.58334701,0,3.107504610766992,9349.0,68.0,8.0
345,India - Malaysia,"['IND', 'MYS']",2011,Free Trade Agreement & Economic Integration Agreement,Yes,544.0,bilateral_asymmetric,IND,MYS,2011,2010,IND,MYS,0.0,0.0,0.0,3610.2901688539505,8.191543427280612,-0.3047553,-0.6233069,0.3185516,-0.3185516,1,3.9671069201707776,32557.0,188.0,17.0
346,Turkey - Albania,"['ALB', 'TUR']",2006,Free Trade Agreement,No,560.0,bilateral_asymmetric,ALB,TUR,2006,2000,ALB,TUR,0.0,0.0,1.0,1048.1704188961983,6.954801465111425,1.100241,0.5490162,0.5512248000000001,-0.5512248000000001,0,3.118964310706788,4287.0,38.0,6.0
347,Pakistan - Sri Lanka,"['LKA', 'PAK']",2002,Free Trade Agreement,No,561.0,bilateral_symmetric,LKA,PAK,2002,2000,LKA,PAK,0.0,0.0,0.0,2642.2903315603257,7.879401369869972,-0.6637289,-0.7533294,0.08960050000000008,-0.08960050000000008,0,2.1761744966442955,2086.0,19.0,3.0
348,India - Bhutan,"['BTN', 'IND']",2006,Free Trade Agreement,No,562.0,bilateral_asymmetric,BTN,IND,2006,2000,BTN,IND,0.0,0.0,0.0,1512.0266562232493,7.321206186361357,-0.4174879,-0.3771731,0.04031480000000004,-0.04031480000000004,0,15.55349135169763,1561.0,13.0,3.0
350,Iceland - Faroe Islands,"['FRO', 'ISL']",2005,Free Trade Agreement & Economic Integration Agreement,No,566.0,bilateral_symmetric,FRO,ISL,2005,2000,FRO,ISL,0.0,0.0,0.0,781.9797469478846,6.661828841166299,,1.004322,,,1,6.628840639082343,2441.0,15.0,3.0
351,Brunei Darussalam - Japan,"['BRN', 'JPN']",2007,Free Trade Agreement & Economic Integration Agreement,No,567.0,bilateral_asymmetric,BRN,JPN,2007,2000,BRN,JPN,0.0,0.0,0.0,4159.283298271561,8.333098054343367,-0.7066167,0.6911094,1.3977260999999999,-1.3977260999999999,1,5.453525173864158,24013.0,124.0,13.0
352,Canada - Jordan,"['CAN', 'JOR']",2009,Free Trade Agreement,Yes,568.0,bilateral_asymmetric,CAN,JOR,2009,2000,CAN,JOR,0.0,1.0,0.0,9507.153144442176,9.159799756827393,1.578742,-1.169799,2.7485410000000003,-2.7485410000000003,0,3.8229146630762325,20796.0,106.0,17.0
353,Ukraine - Azerbaijan,"['AZE', 'UKR']",1995,Free Trade Agreement,No,570.0,bilateral_symmetric,AZE,UKR,1995,1990,AZE,UKR,0.0,0.0,0.0,1566.3123263904572,7.356479298804309,0.4576656,0.524077,0.06641140000000001,-0.06641140000000001,0,1.6933333333333334,1575.0,16.0,3.0
354,Ukraine - Belarus,"['BLR', 'UKR']",1992,Free Trade Agreement,No,571.0,bilateral_symmetric,BLR,UKR,1992,1990,BLR,UKR,0.0,0.0,0.0,701.299630902052,6.5529352292373675,0.5009854,0.4854735,0.015511900000000023,-0.015511900000000023,0,1.905860010851872,1843.0,18.0,3.0
355,Ukraine - Kazakhstan,"['KAZ', 'UKR']",1994,Free Trade Agreement,No,572.0,bilateral_symmetric,KAZ,UKR,1994,1990,KAZ,UKR,0.0,0.0,0.0,2844.81397967844,7.953252959423948,0.6089499,0.7417569,0.132807,-0.132807,0,1.9288343558282208,1630.0,15.0,3.0
356,Ukraine - Former Yugoslav Republic of Macedonia,"['MKD', 'UKR']",2001,Free Trade Agreement,Yes,573.0,bilateral_symmetric,MKD,UKR,2001,2000,MKD,UKR,0.0,0.0,0.0,1226.6087044853687,7.1120084896002345,0.9831335,0.4179092,0.5652243,-0.5652243,0,2.9541714285714287,4375.0,39.0,5.0
357,Ukraine - Moldova,"['MDA', 'UKR']",2003,Free Trade Agreement,No,574.0,bilateral_symmetric,MDA,UKR,2003,2000,MDA,UKR,0.0,0.0,0.0,471.4796483366251,6.155875937486845,0.7527706,0.4232597,0.32951089999999994,-0.32951089999999994,0,2.0146873207114173,2905.0,34.0,6.0
358,Ukraine - Tajikistan,"['TJK', 'UKR']",2001,Free Trade Agreement,No,576.0,bilateral_symmetric,TJK,UKR,2001,2000,TJK,UKR,0.0,0.0,0.0,3069.221873817253,8.029179347157188,0.01601569,0.4179092,0.40189350999999995,-0.40189350999999995,0,1.859002169197397,1844.0,16.0,3.0
359,Ukraine -Turkmenistan,"['TKM', 'UKR']",1994,Free Trade Agreement,No,577.0,bilateral_symmetric,TKM,UKR,1994,1990,TKM,UKR,0.0,0.0,0.0,2369.226659838009,7.770318877014668,0.3399916,0.7417569,0.40176530000000005,-0.40176530000000005,0,1.5634980988593157,1315.0,15.0,3.0
360,Ukraine - Uzbekistan,"['UKR', 'UZB']",1994,Free Trade Agreement,No,578.0,bilateral_symmetric,UKR,UZB,1994,1990,UKR,UZB,0.0,0.0,0.0,2897.5367736728667,7.971616266651185,0.7417569,0.4140836,0.32767330000000006,-0.32767330000000006,0,2.5033222591362128,1806.0,17.0,3.0
369,Canada - Panama,"['CAN', 'PAN']",2010,Free Trade Agreement & Economic Integration Agreement,Yes,608.0,bilateral_asymmetric,CAN,PAN,2010,2010,CAN,PAN,0.0,0.0,0.0,4499.7419295174595,8.411775325117775,1.544806,0.3017133,1.2430926999999998,-1.2430926999999998,1,2.5583176837383994,54847.0,245.0,22.0
372,Japan - Philippines,"['JPN', 'PHL']",2006,Free Trade Agreement & Economic Integration Agreement,No,622.0,bilateral_asymmetric,JPN,PHL,2006,2000,JPN,PHL,0.0,0.0,0.0,2956.5961848825455,7.99179394809294,0.8953153,-0.4289049,1.3242202,-1.3242202,1,4.812231135914429,25803.0,167.0,18.0
374,Chile - India,"['CHL', 'IND']",2006,Partial Scope Agreement,Yes,625.0,bilateral_asymmetric,CHL,IND,2006,2000,CHL,IND,0.0,0.0,0.0,16598.822995748138,9.717087067960243,-0.03479509,-0.3771731,0.34237801,-0.34237801,0,1.8812529219261338,2139.0,25.0,3.0
375,Turkey - Serbia,"['SRB', 'TUR']",2009,Free Trade Agreement,No,627.0,bilateral_asymmetric,SRB,TUR,2009,2000,YUG,TUR,0.0,0.0,1.0,1080.4537111810685,6.985136334845163,,0.5274425,,,0,3.051168595416383,4407.0,39.0,6.0
376,Switzerland - China,"['CHE', 'CHN']",2013,Free Trade Agreement & Economic Integration Agreement,Yes,635.0,bilateral_asymmetric,CHE,CHN,2013,2010,CHE,CHN,0.0,0.0,0.0,8443.610613600158,9.041165293930527,0.6995498,-0.6401316,1.3396814,-1.3396814,1,3.4288594263412397,23231.0,176.0,17.0
377,Turkey - Georgia,"['GEO', 'TUR']",2007,Free Trade Agreement,Yes,636.0,bilateral_asymmetric,GEO,TUR,2007,2000,GEO,TUR,0.0,0.0,0.0,1074.1252089462757,6.9792618501603325,0.7924778,0.5703976,0.22208020000000006,-0.22208020000000006,0,3.227073673364245,3882.0,38.0,7.0
378,Mauritius - Pakistan,"['MUS', 'PAK']",2007,Partial Scope Agreement,Yes,638.0,bilateral_symmetric,MUS,PAK,2007,2000,MUS,PAK,1.0,1.0,0.0,5677.214803335572,8.644216039928144,-0.3179063,-0.3909921,0.07308580000000003,-0.07308580000000003,0,2.4730872741253362,2601.0,27.0,3.0
379,Rep. of Korea - New Zealand,"['KOR', 'NZL']",2015,Free Trade Agreement & Economic Integration Agreement,Yes,643.0,bilateral_asymmetric,KOR,NZL,2015,2010,KOR,NZL,0.0,1.0,0.0,9747.415104396057,9.184757411344195,0.8344783,0.6815961,0.15288219999999997,-0.15288219999999997,1,3.479344222346204,51979.0,254.0,22.0
380,"Peru - Korea, Republic of","['KOR', 'PER']",2011,Free Trade Agreement & Economic Integration Agreement,Yes,645.0,bilateral_asymmetric,KOR,PER,2011,2010,KOR,PER,0.0,0.0,0.0,16307.299661148834,9.699368118520365,0.7090167,-0.07796811,0.7869848100000001,-0.7869848100000001,1,2.9102915179110402,55220.0,309.0,23.0
384,China - New Zealand,"['CHN', 'NZL']",2008,Free Trade Agreement & Economic Integration Agreement,Yes,664.0,bilateral_asymmetric,CHN,NZL,2008,2000,CHN,NZL,0.0,0.0,0.0,10240.932735619353,9.234147981908116,-0.6892999,0.6898045,1.3791044000000001,-1.3791044000000001,1,3.002542754045407,32609.0,216.0,19.0
385,Peru - China,"['CHN', 'PER']",2009,Free Trade Agreement & Economic Integration Agreement,Yes,666.0,bilateral_asymmetric,CHN,PER,2009,2000,CHN,PER,0.0,0.0,0.0,16938.906189245605,9.737368396419184,-0.505839,0.04575224,0.55159124,-0.55159124,1,2.9475051921079953,32100.0,203.0,18.0
386,Nicaragua - Chinese Taipei,"['NIC', 'TWN']",2006,Free Trade Agreement & Economic Integration Agreement,Yes,671.0,bilateral_symmetric,NIC,TWN,2006,2000,NIC,TWN,0.0,0.0,0.0,15000.445883760833,9.615835205226606,0.01362656,,,,1,4.124117065176668,53001.0,277.0,22.0
387,Canada - Peru,"['CAN', 'PER']",2008,Free Trade Agreement & Economic Integration Agreement,Yes,672.0,bilateral_asymmetric,CAN,PER,2008,2000,CAN,PER,0.0,0.0,0.0,6708.899018239594,8.811190135763754,1.535829,0.04639192,1.48943708,-1.48943708,1,3.151784803237985,58802.0,283.0,21.0
389,China - Costa Rica,"['CHN', 'CRI']",2010,Free Trade Agreement & Economic Integration Agreement,Yes,677.0,bilateral_asymmetric,CHN,CRI,2010,2010,CHN,CRI,0.0,0.0,0.0,14458.744185914611,9.579054644494175,-0.9827706,-0.2005736,0.782197,-0.782197,1,2.5569265656899063,27267.0,170.0,17.0
390,Costa Rica - Singapore,"['CRI', 'SGP']",2010,Free Trade Agreement & Economic Integration Agreement,Yes,678.0,bilateral_symmetric,CRI,SGP,2010,2010,CRI,SGP,0.0,0.0,0.0,18495.13391316223,9.825262944746544,-0.2005736,-0.4454138,0.24484020000000004,-0.24484020000000004,1,2.6032241181265743,35984.0,206.0,20.0
393,Chile - Viet Nam,"['CHL', 'VNM']",2011,Free Trade Agreement,Yes,685.0,bilateral_symmetric,CHL,VNM,2011,2010,CHL,VNM,0.0,0.0,0.0,17885.04608785858,9.791720228589915,-0.08195202,-1.073293,0.99134098,-0.99134098,0,2.568082768148706,15924.0,115.0,15.0
396,Canada - Ukraine,"['CAN', 'UKR']",2016,Free Trade Agreement,Yes,694.0,bilateral_asymmetric,CAN,UKR,2016,2010,CAN,UKR,0.0,0.0,0.0,7892.484101478576,8.973666206046662,1.764712,1.148185,0.616527,-0.616527,0,3.0514086453340243,38595.0,216.0,19.0
397,"Korea, Republic of -  Colombia","['COL', 'KOR']",2013,Free Trade Agreement & Economic Integration Agreement,Yes,695.0,bilateral_asymmetric,COL,KOR,2013,2010,COL,KOR,0.0,0.0,0.0,14747.330737094879,9.598817378414848,-0.07533883,0.7432465,0.81858533,-0.81858533,1,3.35427481836544,55285.0,276.0,22.0
398,China - Rep. of Korea,"['CHN', 'KOR']",2015,Free Trade Agreement & Economic Integration Agreement,No,697.0,bilateral_asymmetric,CHN,KOR,2015,2010,CHN,KOR,0.0,0.0,0.0,1168.1648891706466,7.063189325659453,-0.5173009,0.8344783,1.3517792,-1.3517792,1,3.125209181249096,48403.0,307.0,20.0
399,"Korea, Republic of - Turkey","['KOR', 'TUR']",2012,Free Trade Agreement,Yes,699.0,bilateral_symmetric,KOR,TUR,2012,2010,KOR,TUR,0.0,0.0,0.0,7937.728480939102,8.979382427786868,0.7749671,0.437891,0.33707610000000005,-0.33707610000000005,0,3.555476842668681,10587.0,64.0,10.0
400,Turkey - Montenegro,"['MNE', 'TUR']",2008,Free Trade Agreement,No,708.0,bilateral_asymmetric,MNE,TUR,2008,2000,YUG,TUR,0.0,0.0,1.0,1080.4537111810685,6.985136334845163,0.8767343,0.4343767,0.44235759999999996,-0.44235759999999996,0,2.9592331423534595,4538.0,38.0,6.0
401,Rep. of Korea - Viet Nam,"['KOR', 'VNM']",2015,Free Trade Agreement & Economic Integration Agreement,No,709.0,bilateral_asymmetric,KOR,VNM,2015,2010,KOR,VNM,0.0,0.0,0.0,3257.7742927353856,8.088799508903172,0.8344783,-0.9799528,1.8144311,-1.8144311,1,3.6508237282524423,38261.0,199.0,16.0
404,"Korea, Republic of - India","['IND', 'KOR']",2009,Free Trade Agreement & Economic Integration Agreement,Yes,715.0,bilateral_symmetric,IND,KOR,2009,2000,IND,KOR,0.0,1.0,0.0,5108.000560720825,8.538563326925491,-0.2418958,0.7000288,0.9419246,-0.9419246,1,3.1215899174176243,36287.0,199.0,15.0
408,"Hong Kong, China - Chile","['CHL', 'HKG']",2012,Free Trade Agreement & Economic Integration Agreement,Yes,746.0,bilateral_symmetric,CHL,HKG,2012,2010,CHL,HKG,0.0,0.0,0.0,18674.08858392639,9.834892204736507,-0.173212,,,,1,2.698890887290168,26688.0,172.0,19.0
412,Japan - Peru,"['JPN', 'PER']",2011,Free Trade Agreement & Economic Integration Agreement,Yes,760.0,bilateral_asymmetric,JPN,PER,2011,2010,JPN,PER,0.0,0.0,0.0,15653.819093106078,9.65847019770583,0.8075728,-0.07796811,0.88554091,-0.88554091,1,3.210120153426683,36065.0,227.0,15.0
418,Turkey - Mauritius,"['MUS', 'TUR']",2011,Free Trade Agreement,Yes,806.0,bilateral_asymmetric,MUS,TUR,2011,2010,MUS,TUR,0.0,0.0,0.0,7173.161613117218,8.878101786629239,-0.3925675,0.5492857,0.9418532,-0.9418532,0,6.515426840810146,5283.0,38.0,7.0
419,Turkey - Malaysia,"['MYS', 'TUR']",2014,Free Trade Agreement,Yes,823.0,bilateral_asymmetric,MYS,TUR,2014,2010,MYS,TUR,0.0,0.0,0.0,8232.464589634705,9.015840712951832,-0.6312397,0.4920317,1.1232714,-1.1232714,0,3.38084711441107,23704.0,166.0,15.0
422,Russian Federation - Azerbaijan,"['AZE', 'RUS']",1992,Free Trade Agreement,No,830.0,bilateral_asymmetric,AZE,RUS,1992,1990,AZE,RUS,0.0,0.0,1.0,2078.48841333971,7.639396184147306,0.3101496,1.286593,0.9764434000000001,-0.9764434000000001,0,1.9934314240672621,1903.0,23.0,3.0
425,Japan - Mongolia,"['JPN', 'MNG']",2015,Free Trade Agreement & Economic Integration Agreement,No,835.0,bilateral_asymmetric,JPN,MNG,2015,2010,JPN,MNG,0.0,0.0,0.0,2957.9500506210325,7.992251756928385,0.740004,-0.4258223,1.1658263,-1.1658263,1,3.304659044119976,31573.0,203.0,17.0
430,Russian Federation - Serbia,"['RUS', 'SRB']",2000,Free Trade Agreement,Yes,858.0,bilateral_asymmetric,RUS,SRB,2000,2000,RUS,YUG,0.0,0.0,0.0,2503.9173159837724,7.825611710901538,0.1758686,,,,0,1.057069846678024,2348.0,23.0,3.0
431,Russian Federation - Uzbekistan,"['RUS', 'UZB']",1992,Free Trade Agreement,No,861.0,bilateral_asymmetric,RUS,UZB,1992,1990,RUS,UZB,0.0,0.0,1.0,2528.859475415516,7.835523679849572,1.286593,0.4140836,0.8725094000000001,-0.8725094000000001,0,1.6665542818610923,1483.0,20.0,3.0
432,Russian Federation - Turkmenistan,"['RUS', 'TKM']",1992,Free Trade Agreement,No,862.0,bilateral_asymmetric,RUS,TKM,1992,1990,RUS,TKM,0.0,0.0,1.0,2411.1449378694533,7.787856991625028,1.286593,0.06288151,1.2237114900000001,-1.2237114900000001,0,2.148072429906542,1712.0,21.0,3.0
434,Ukraine - Montenegro,"['MNE', 'UKR']",2011,Free Trade Agreement & Economic Integration Agreement,Yes,868.0,bilateral_symmetric,MNE,UKR,2011,2010,YUG,UKR,0.0,0.0,0.0,1128.6326486759185,7.028762133590763,1.005087,0.7233329,0.2817541000000001,-0.2817541000000001,1,4.123268484206811,7556.0,62.0,8.0
435,India - Thailand,"['IND', 'THA']",2003,Partial Scope Agreement,Yes,873.0,bilateral_asymmetric,IND,THA,2003,2000,IND,THA,0.0,0.0,0.0,2716.9487319198606,7.907264739877638,-0.06125605,-0.2127796,0.15152355,-0.15152355,0,2.789756025867137,2268.0,16.0,3.0
436,New Zealand - Chinese Taipei,"['NZL', 'TWN']",2013,Free Trade Agreement & Economic Integration Agreement,Yes,874.0,bilateral_symmetric,NZL,TWN,2013,2010,NZL,TWN,0.0,0.0,0.0,9008.383442614746,9.105910916371256,0.682765,,,,1,2.7080396039603962,40400.0,257.0,24.0
439,Singapore - Chinese Taipei,"['SGP', 'TWN']",2013,Free Trade Agreement & Economic Integration Agreement,No,890.0,bilateral_symmetric,SGP,TWN,2013,2010,SGP,TWN,1.0,1.0,0.0,3155.2856747070314,8.056834317534543,-0.4905101,,,,1,3.2726702216418184,27567.0,156.0,17.0
442,Canada - Honduras,"['CAN', 'HND']",2013,Free Trade Agreement & Economic Integration Agreement,Yes,911.0,bilateral_asymmetric,CAN,HND,2013,2010,CAN,HND,0.0,0.0,0.0,3831.459115302753,8.251000979676965,1.992441,-0.07109631,2.06353731,-2.06353731,1,2.4159044145155257,53460.0,244.0,20.0
445,"Turkey - Moldova, Republic of","['MDA', 'TUR']",2014,Free Trade Agreement,Yes,931.0,bilateral_asymmetric,MDA,TUR,2014,2010,MDA,TUR,0.0,0.0,0.0,923.0524783958912,6.827686089220169,0.9469223,0.4920317,0.4548906,-0.4548906,0,2.311426879810539,3941.0,37.0,8.0
