pta_id,name,parties,n_parties,year,date_signed,date_into_force,status,type,notification,composition,region,crossregional,parties_wto,language,wto_rta_id,template_flag,template_exporter,is_template,is_us_tpa,is_eu_template,is_plurilateral,n_g20_parties,asymmetry_type,asymmetry_note,alschner_cluster,agreement_name,current_signatories,original_signatories,rta_composition,text_of_the_agreement,annexes_related_documents,annexes,document_type,factual_presentation_g_s,factual_presentation_g,central_european_free_trade_agreement_cefta_secretariat,european_free_trade_association_efta,remarks,southern_african_customs_union_sacu,factual_presentation_s,eu_treaty,european_commission,t_rkiye_ministry_of_trade,text_of_the_agreement_unnofficial_translation,secretariat_general_of_the_gulf_cooperation_council_gcc,mexico_central_america,office_of_the_united_states_trade_representative,factual_abstract_g,economic_community_of_west_african_states_ecowas,bilateral_protocol_and_annexes,asean_free_trade_area_afta,additional_protocol,southern_african_development_community_sadc_accession_of_seychelles,southern_african_development_community_sadc,trade_in_goods,trade_in_services,annexes_goods,annexes_services,annex_7_tourism,treaty_on_a_free_trade_area_between_members_of_the_commonwealth_of_independent_states_cis,russian_federation_ministry_of_foreign_affairs,republic_of_moldova_ministry_of_economy_and_infrastructure,ukraine_ministry_for_development_of_economy_trade_and_agriculture,factual_abstract_s,central_european_free_trade_agreement_cefta_2006,t_rkiye_bosnia_and_herzegovina,latin_american_integration_association_laia,east_african_community_eac_accession_of_burundi_and_rwanda,east_african_community_eac,commission_de_la_communaut_economique,revised_treaty,l_union_economique_et_mon_taire_ouest_africaine,commonwealth_of_independent_states_cis
66,EFTA - Jordan,"['CHE', 'ISL', 'JOR', 'LIE', 'NOR']",5,2001,2001-06-21,2002-09-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral; One Party is an RTA,Europe; Middle East,Yes,Yes,en,75,none,,False,False,False,True,0,plurilateral_symmetric,"5-party agreement, no dominant template detected. G20 members present: 0",modern_global,EFTA - Jordan,Iceland; Liechtenstein; Norway; Switzerland; Jordan,Iceland; Liechtenstein; Norway; Switzerland; Jordan,Bilateral; One Party is an RTA,E,,E,Language,,,,European Free Trade Association (EFTA),"Notification of the entry into force of Decision No. 1 of 2025 of the EFTA-Jordan Joint Committee concerning amendments to Protocol B to the Free Trade Agreement between the EFTA States and the Hashemite Kingdom of Jordan concerning the definition of the concept of ""originating products"" and methods of administrative cooperation, and its Annexes.

Taking into account the adoption on 7 December 2023 by the Joint Committee of the PEM Convention of a new set of modernised rules of origin designed to promote trade between the Contracting Parties to the PEM Convention, the EFTA States and Jordan have agreed to amend Protocol B to the FTA concerning the definition of the concept of ""originating products"" and methods of administrative cooperation, and its annexes to reflect the latest development and incorporate a dynamic link to the revised PEM Convention.

Key changes include greater flexibility in cumulation of origin, allowing products processed across multiple PEM Contracting Parties to retain their originating status. The new rules also permit duty drawback for most products. In addition, simplified and more flexible product-specific rules are introduced, together with a higher tolerance threshold for non-originating materials. Further flexibility is also provided for accounting segregation. Registered exporters will have the possibility, if agreed between the Parties, to replace certificates of origin with statements on origin, and the issuance of electronic origin certificates is allowed. These updates aim to reduce administrative burdens, simplify trade documentation, and offer businesses additional opportunities within the PEM zone.

To ensure full alignment, as the Bilateral Agreements on Agriculture between the respective EFTA States and Jordan contained a separate set of rules of origin, they were amended separately with a reference to Protocol B on the same date as the adoption of Joint Committee Decision No. 1 of 2025. These revisions ensure that the updated rules of origin and related procedures are consistently applied across the Free Trade Agreement and the Bilateral Agricultural Agreements, thereby maintaining coherence and facilitating smoother trade operations between the Parties.",,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,
67,EFTA - Croatia,[],0,2001,2001-06-21,2002-04-01,Inactive,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Europe,No,Yes,en,76,none,,False,False,False,False,0,bilateral_symmetric,South-South or peer agreement — no asymmetry signals detected. CCS reflects genuine bilateral negotiation.,modern_global,EFTA - Croatia,,Croatia; Iceland; Liechtenstein; Norway; Switzerland,Plurilateral,E,,,Language,,,,European Free Trade Association (EFTA),,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,
68,EU - Former Yugoslav Republic of Macedonia,"['AUT', 'BEL', 'BGR', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GBR', 'GRC', 'HRV', 'HUN', 'IRL', 'ITA', 'LTU', 'LUX', 'LVA', 'MKD', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE']",29,2001,2001-04-09,2001-06-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral; One Party is an RTA,Europe,No,Yes,en,77,none,,False,False,False,True,4,plurilateral_symmetric,"29-party agreement, no dominant template detected. G20 members present: 4",modern_global,EU - North Macedonia,Austria; Belgium; Bulgaria; Croatia; Cyprus; Czech Republic; Denmark; Estonia; Finland; France; Germany; Greece; Hungary; Ireland; Italy; Latvia; Lithuania; Luxembourg; Malta; Netherlands; Poland; Portugal; Romania; Slovak Republic; Slovenia; Spain; Sweden; North Macedonia,Austria; Belgium; Denmark; Finland; France; Germany; Greece; Ireland; Italy; Luxembourg; Netherlands; North Macedonia; Portugal; Spain; Sweden; United Kingdom,Bilateral; One Party is an RTA,E F S,,E F S,Language,,,,,,,E F S,EU Treaty,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,
69,New Zealand - Singapore,"['NZL', 'SGP']",2,2000,2000-11-14,2001-01-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,Oceania; East Asia,Yes,Yes,en,78,none,,False,False,False,False,0,bilateral_symmetric,South-South or peer agreement — no asymmetry signals detected. CCS reflects genuine bilateral negotiation.,modern_global,New Zealand - Singapore,New Zealand; Singapore,New Zealand; Singapore,Bilateral,E,,E,Language,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,E,,,,,,,,,
70,EFTA - Mexico,"['CHE', 'ISL', 'LIE', 'MEX', 'NOR']",5,2000,2000-11-27,2001-07-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral; One Party is an RTA,Europe; North America,Yes,Yes,en,79,none,,False,False,False,True,1,plurilateral_symmetric,"5-party agreement, no dominant template detected. G20 members present: 1",modern_global,EFTA - Mexico,Iceland; Liechtenstein; Norway; Switzerland; Mexico,Iceland; Liechtenstein; Norway; Switzerland; Mexico,Bilateral; One Party is an RTA,E S,,E S,Language,,,,European Free Trade Association (EFTA),"Notification of the entry into force of Decision No. 5 of 2010 of the Joint EFTA-Mexico Committee concerning amendments to Annex XIII – Government Procurement: Covered Goods. 

The Decision updates Annex XIII by bringing it in line with HS 2007.",,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,
71,Chile - Mexico,"['CHL', 'MEX']",2,1998,1998-04-17,1999-08-01,In Force,Free Trade Agreement & Economic Integration Agreement,GATT Art. XXIV & GATS Art. V,Bilateral,South America; North America,Yes,Yes,es,80,none,,False,False,False,False,1,bilateral_asymmetric,"One major economy, one smaller partner — possible power asymmetry but no known template detected. Treat with caution.",modern_global,Chile - Mexico,Chile; Mexico,Chile; Mexico,Bilateral,S,,S,Language,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,E,,,Latin American Integration Association (LAIA),,,,,,
72,Israel - Mexico,"['ISR', 'MEX']",2,2000,2000-04-10,2000-07-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Middle East; North America,Yes,Yes,en,81,none,,False,False,False,False,1,bilateral_asymmetric,"One major economy, one smaller partner — possible power asymmetry but no known template detected. Treat with caution.",modern_global,Israel - Mexico,Israel; Mexico,Israel; Mexico,Bilateral,E S,,E S,Language,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,
73,Georgia - Armenia,"['ARM', 'GEO']",2,1995,1995-08-14,1998-11-11,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,Yes,en,82,none,,False,False,False,False,0,bilateral_symmetric,South-South or peer agreement — no asymmetry signals detected. CCS reflects genuine bilateral negotiation.,central_asian,Georgia - Armenia,Armenia; Georgia,Armenia; Georgia,Bilateral,E F S,,,Language,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,
74,Georgia - Azerbaijan,"['AZE', 'GEO']",2,1996,1996-03-08,1996-07-10,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,No,en,83,none,,False,False,False,False,0,bilateral_symmetric,South-South or peer agreement — no asymmetry signals detected. CCS reflects genuine bilateral negotiation.,central_asian,Georgia - Azerbaijan,Azerbaijan; Georgia,Azerbaijan; Georgia,Bilateral,E F S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,Georgia - Kazakhstan,"['GEO', 'KAZ']",2,1997,1997-11-11,1999-07-16,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,Yes,en,84,none,,False,False,False,False,0,bilateral_symmetric,South-South or peer agreement — no asymmetry signals detected. CCS reflects genuine bilateral negotiation.,central_asian,Georgia - Kazakhstan,Georgia; Kazakhstan,Georgia; Kazakhstan,Bilateral,E F S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Georgia - Russian Federation,"['GEO', 'RUS']",2,1994,1994-02-03,1994-05-10,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,Yes,en,85,none,,False,False,False,False,1,bilateral_asymmetric,"One major economy, one smaller partner — possible power asymmetry but no known template detected. Treat with caution.",central_asian,Georgia - Russian Federation,Georgia; Russian Federation,Georgia; Russian Federation,Bilateral,E F S,,E,Language,,E F S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,Georgia - Turkmenistan,"['GEO', 'TKM']",2,1996,1996-03-20,2000-01-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,No,en,86,none,,False,False,False,False,0,bilateral_symmetric,South-South or peer agreement — no asymmetry signals detected. CCS reflects genuine bilateral negotiation.,central_asian,Georgia - Turkmenistan,Georgia; Turkmenistan,Georgia; Turkmenistan,Bilateral,E F S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,Georgia - Ukraine,"['GEO', 'UKR']",2,1995,1995-01-09,1996-06-04,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,Yes,en,87,none,,False,False,False,False,0,bilateral_symmetric,South-South or peer agreement — no asymmetry signals detected. CCS reflects genuine bilateral negotiation.,central_asian,Georgia - Ukraine,Georgia; Ukraine,Georgia; Ukraine,Bilateral,E F S,,,Language,,E F S,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ukraine, Ministry for Development of Economy, Trade and Agriculture",,,,,,,,,,
79,EFTA - Former Yugoslav Republic of Macedonia,"['CHE', 'ISL', 'LIE', 'MKD', 'NOR']",5,2000,2000-06-19,2002-05-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral; One Party is an RTA,Europe,No,Yes,en,88,none,,False,False,False,True,0,plurilateral_symmetric,"5-party agreement, no dominant template detected. G20 members present: 0",modern_global,EFTA - North Macedonia,Iceland; Liechtenstein; Norway; Switzerland; North Macedonia,Iceland; Liechtenstein; Norway; Switzerland; North Macedonia,Bilateral; One Party is an RTA,E,,E,Language,,,,European Free Trade Association (EFTA),"Notification of the entry into force of Decision No. 1 of 2021 of the EFTA-North Macedonia Joint Committee concerning amendments to Protocol B concerning the definition of the concept of originating products and methods of administrative cooperation.

The revised rules of the Regional Convention on pan-Euro-Mediterranean preferential rules of origin (PEM Convention) introduce a new set of modernised rules of origin designed to promote trade between the Contracting Parties to the PEM Convention. The EFTA States and North Macedonia have agreed to amend and replace Protocol B to the Free Trade Agreement (FTA) concerning the definition of the concept of “originating products” and Methods of Administrative Cooperation, incorporating a dynamic link to the PEM Convention and applying the revised rules of the PEM Convention on a bilateral basis pending their adoption by the Joint Committee of the PEM Convention.

Key changes include greater flexibility in the cumulation of origin, introducing simplified, more flexible product-specific rules, as well as allowing for the issuance of electronic origin certificates. These updates aim to reduce administrative burdens, simplify trade documentation, and offer businesses more opportunities within the PEM zone.

As Protocol B are referenced in the Bilateral Agreements on Agriculture between the respective EFTA States and North Macedonia, the amendments also necessitated corresponding changes to the bilateral agricultural agreements. These revisions ensure that the updated rules of origin and related procedures are consistently applied across the FTA and the Bilateral Agricultural Agreements, maintaining coherence, and facilitating smoother trade operations between the Parties.",,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,
80,Turkey - Former Yugoslav Republic of Macedonia,"['MKD', 'TUR']",2,1999,1999-09-07,2000-09-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Europe,No,Yes,en,89,none,,False,False,False,False,1,bilateral_asymmetric,"One major economy, one smaller partner — possible power asymmetry but no known template detected. Treat with caution.",modern_global,Türkiye - North Macedonia,North Macedonia; Türkiye,North Macedonia; Türkiye,Bilateral,E,,E,Language,,,,,,,,,,"Türkiye, Ministry of Trade",,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,
81,Kyrgyz Republic - Armenia,"['ARM', 'KGZ']",2,1994,1994-07-04,1995-10-27,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,Yes,en,90,none,,False,False,False,False,0,bilateral_symmetric,South-South or peer agreement — no asymmetry signals detected. CCS reflects genuine bilateral negotiation.,central_asian,Kyrgyz Republic - Armenia,Armenia; Kyrgyz Republic,Armenia; Kyrgyz Republic,Bilateral,E F S,,,Language,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,
