pta_id,name,parties,n_parties,year,date_signed,date_into_force,status,type,notification,composition,region,crossregional,parties_wto,language,wto_rta_id,template_flag,template_exporter,is_template,is_us_tpa,is_eu_template,is_plurilateral,n_g20_parties,asymmetry_type,asymmetry_note,alschner_cluster,agreement_name,current_signatories,original_signatories,rta_composition,text_of_the_agreement,annexes_related_documents,annexes,document_type,factual_presentation_g_s,factual_presentation_g,central_european_free_trade_agreement_cefta_secretariat,european_free_trade_association_efta,remarks,southern_african_customs_union_sacu,factual_presentation_s,eu_treaty,european_commission,t_rkiye_ministry_of_trade,text_of_the_agreement_unnofficial_translation,secretariat_general_of_the_gulf_cooperation_council_gcc,mexico_central_america,office_of_the_united_states_trade_representative,factual_abstract_g,economic_community_of_west_african_states_ecowas,bilateral_protocol_and_annexes,asean_free_trade_area_afta,additional_protocol,southern_african_development_community_sadc_accession_of_seychelles,southern_african_development_community_sadc,trade_in_goods,trade_in_services,annexes_goods,annexes_services,annex_7_tourism,treaty_on_a_free_trade_area_between_members_of_the_commonwealth_of_independent_states_cis,russian_federation_ministry_of_foreign_affairs,republic_of_moldova_ministry_of_economy_and_infrastructure,ukraine_ministry_for_development_of_economy_trade_and_agriculture,factual_abstract_s,central_european_free_trade_agreement_cefta_2006,t_rkiye_bosnia_and_herzegovina,latin_american_integration_association_laia,east_african_community_eac_accession_of_burundi_and_rwanda,east_african_community_eac,commission_de_la_communaut_economique,revised_treaty,l_union_economique_et_mon_taire_ouest_africaine,commonwealth_of_independent_states_cis
82,EU - South Africa,"['AUT', 'BEL', 'BGR', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GBR', 'GRC', 'HRV', 'HUN', 'IRL', 'ITA', 'LTU', 'LUX', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE', 'ZAF']",29,1999,1999-10-11,2000-01-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral; One Party is an RTA,Europe; Africa,Yes,Yes,en,91,none,,False,False,False,True,5,plurilateral_symmetric,"29-party agreement, no dominant template detected. G20 members present: 5",eastern_european,EU - South Africa,Austria; Belgium; Bulgaria; Croatia; Cyprus; Czech Republic; Denmark; Estonia; Finland; France; Germany; Greece; Hungary; Ireland; Italy; Latvia; Lithuania; Luxembourg; Malta; Netherlands; Poland; Portugal; Romania; Slovak Republic; Slovenia; Spain; Sweden; South Africa,Austria; Belgium; Denmark; Finland; France; Germany; Greece; Ireland; Italy; Luxembourg; Netherlands; Portugal; South Africa; Spain; Sweden; United Kingdom,Bilateral; One Party is an RTA,E F S,,E F S,Language,,E F S,,,,,,EU Treaty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,EU - Morocco,"['AUT', 'BEL', 'BGR', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GBR', 'GRC', 'HRV', 'HUN', 'IRL', 'ITA', 'LTU', 'LUX', 'LVA', 'MAR', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE']",29,1996,1996-02-26,2000-03-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral; One Party is an RTA,Europe; Africa,Yes,Yes,en,92,none,,False,False,False,True,4,plurilateral_symmetric,"29-party agreement, no dominant template detected. G20 members present: 4",eastern_european,EU - Morocco,Austria; Belgium; Bulgaria; Croatia; Cyprus; Czech Republic; Denmark; Estonia; Finland; France; Germany; Greece; Hungary; Ireland; Italy; Latvia; Lithuania; Luxembourg; Malta; Netherlands; Poland; Portugal; Romania; Slovak Republic; Slovenia; Spain; Sweden; Morocco,Austria; Belgium; Denmark; Finland; France; Germany; Greece; Ireland; Italy; Luxembourg; Morocco; Netherlands; Portugal; Spain; Sweden; United Kingdom,Bilateral; One Party is an RTA,E F S,,E F S,Language,,,,,,,,EU Treaty,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,
84,EU - Israel,"['AUT', 'BEL', 'BGR', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GBR', 'GRC', 'HRV', 'HUN', 'IRL', 'ISR', 'ITA', 'LTU', 'LUX', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE']",29,1995,1995-11-20,2000-06-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral; One Party is an RTA,Europe; Middle East,Yes,Yes,en,93,none,,False,False,False,True,4,plurilateral_symmetric,"29-party agreement, no dominant template detected. G20 members present: 4",eastern_european,EU - Israel,Austria; Belgium; Bulgaria; Croatia; Cyprus; Czech Republic; Denmark; Estonia; Finland; France; Germany; Greece; Hungary; Ireland; Italy; Latvia; Lithuania; Luxembourg; Malta; Netherlands; Poland; Portugal; Romania; Slovak Republic; Slovenia; Spain; Sweden; Israel,Austria; Belgium; Denmark; Finland; France; Germany; Greece; Ireland; Israel; Italy; Luxembourg; Netherlands; Portugal; Spain; Sweden; United Kingdom,Bilateral; One Party is an RTA,E F S,,E F S,Language,,,,,,,,EU Treaty,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,
85,East African Community (EAC),"['BDI', 'KEN', 'RWA', 'TZA', 'UGA']",5,1999,1999-11-30,2000-07-07,In Force,Customs Union & Economic Integration Agreement,Enabling Clause & GATS Art. V,Plurilateral,Africa,No,Yes,en,94,none,,False,False,False,True,0,plurilateral_symmetric,"5-party agreement, no dominant template detected. G20 members present: 0",modern_global,East African Community (EAC),Burundi; Kenya; Rwanda; Tanzania; Uganda,Kenya; Tanzania; Uganda,Plurilateral,E,,E,Language,,,,,,,E F S,,,,,,,,E,,,,,,,,,,,,,,,,,,,,East African Community (EAC) - Accession of Burundi and Rwanda,East African Community (EAC),,,,
86,Economic and Monetary Community of Central Africa (CEMAC),"['CAF', 'CMR', 'COG', 'GAB', 'GNQ', 'TCD']",6,1994,1994-03-16,1999-06-24,In Force,Customs Union,Enabling Clause,Plurilateral,Africa,No,No,fr,95,none,,False,False,False,True,0,plurilateral_symmetric,"6-party agreement, no dominant template detected. G20 members present: 0",modern_global,Economic and Monetary Community of Central Africa (CEMAC),Cameroon; Central African Republic; Chad; Congo; Equatorial Guinea; Gabon,Cameroon; Central African Republic; Chad; Congo; Equatorial Guinea; Gabon,Plurilateral,E F S,,F,Language,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,Commission de la Communauté Economique,F,,
87,EFTA - Morocco,"['CHE', 'ISL', 'LIE', 'MAR', 'NOR']",5,1997,1997-06-19,1999-12-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral; One Party is an RTA,Europe; Africa,Yes,Yes,en,96,none,,False,False,False,True,0,plurilateral_symmetric,"5-party agreement, no dominant template detected. G20 members present: 0",modern_global,EFTA - Morocco,Iceland; Liechtenstein; Norway; Switzerland; Morocco,Iceland; Liechtenstein; Norway; Switzerland; Morocco,Bilateral; One Party is an RTA,E F,,E F,Language,,,,European Free Trade Association (EFTA),"Notification of the entry into force of Decision No. 2 of 2010 of the Joint EFTA-Morocco Committee concerning amendments to Protocol B.

Replacement of paragraph 2 of Article 3 and paragraph 2 of Article 4 of Protocol B.",,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,
88,West African Economic and Monetary Union (WAEMU),"['BEN', 'BFA', 'CIV', 'MLI', 'NER', 'SEN', 'TGO']",7,1994,1994-01-10,2000-01-01,In Force,Customs Union,Enabling Clause,Plurilateral,Africa,No,Yes,fr,97,none,,False,False,False,True,0,plurilateral_symmetric,"7-party agreement, no dominant template detected. G20 members present: 0",modern_global,West African Economic and Monetary Union (WAEMU),Benin; Burkina Faso; Côte d'Ivoire; Guinea-Bissau; Mali; Niger; Senegal; Togo,Benin; Burkina Faso; Côte d'Ivoire; Guinea-Bissau; Mali; Niger; Senegal; Togo,Plurilateral,F,,,Language,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,L'Union Economique et Monétaire ouest africaine,
89,Melanesian Spearhead Group (MSG),"['FJI', 'PNG', 'SLB', 'VUT']",4,1993,1993-07-22,1994-01-01,In Force,Partial Scope Agreement,Enabling Clause,Plurilateral,Oceania,No,Yes,en,98,none,,False,False,False,True,0,plurilateral_symmetric,"4-party agreement, no dominant template detected. G20 members present: 0",modern_global,Melanesian Spearhead Group (MSG),Fiji; Papua New Guinea; Solomon Islands; Vanuatu,Fiji; Papua New Guinea; Solomon Islands; Vanuatu,Plurilateral,E F S,,,Language,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,
90,Commonwealth of Independent States (CIS),"['AZE', 'GEO', 'TKM', 'UZB']",4,1994,1994-04-15,1994-12-30,In Force,Free Trade Agreement,GATT Art. XXIV,Plurilateral,Commonwealth of Independent States (CIS),No,No,en,99,none,,False,False,False,True,0,plurilateral_symmetric,"4-party agreement, no dominant template detected. G20 members present: 0",central_asian,Commonwealth of Independent States (CIS),Azerbaijan; Georgia; Turkmenistan; Uzbekistan,"Armenia; Azerbaijan; Belarus; Georgia; Kazakhstan; Kyrgyz Republic; Moldova, Republic of; Russian Federation; Tajikistan; Ukraine; Uzbekistan",Plurilateral,E F S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treaty on a Free Trade Area between members of the Commonwealth of Independent States (CIS),,,,,,,,,,,,,Commonwealth of Independent States (CIS)
91,Kyrgyz Republic - Kazakhstan,"['KAZ', 'KGZ']",2,1995,1995-06-22,1995-11-11,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,Yes,en,100,none,,False,False,False,False,0,bilateral_symmetric,South-South or peer agreement — no asymmetry signals detected. CCS reflects genuine bilateral negotiation.,central_asian,Kyrgyz Republic - Kazakhstan,Kazakhstan; Kyrgyz Republic,Kazakhstan; Kyrgyz Republic,Bilateral,E F S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,EFTA - Palestinian Authority,"['CHE', 'ISL', 'LIE', 'NOR', 'PSE']",5,1998,1998-11-30,1999-07-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral; One Party is an RTA,Europe; Middle East,Yes,No,en,101,none,,False,False,False,True,0,plurilateral_symmetric,"5-party agreement, no dominant template detected. G20 members present: 0",modern_global,EFTA - Palestine,Iceland; Liechtenstein; Norway; Switzerland; Palestine,Iceland; Liechtenstein; Norway; Switzerland; Palestine,Bilateral; One Party is an RTA,E,,E,,,,,European Free Trade Association (EFTA),"Notification of the entry into force of Decisions No. 1 – 3 of 2008 of the Joint EFTA-Palestinian Authority Committee concerning amendments to Protocol A concerning processed agricultural products, to Annex I concerning products not covered by the Agreement and to Annex II concerning fish and other marine products.

Decision 1/2008: Taking into account that the EFTA States have revised their agreements with the European Union on processed agricultural products, by expanding the product coverage of these agreements and providing for improved concessions for the products covered, the Decision updates Protocol A to ensure products originating in the West Bank and the Gaza Strip are accorded treatment no less favourable than that accorded to the European Communities. 

Decision 2/2008: Update of Annex I following amendments to Protocol A to the EFTA-Palestinian Authority Agreement given that some products listed in the former Annex I to the Agreement are now included in the Agreement. 

Decision 3/2008: Technical amendments to Table 1 of Annex II to the EFTA-Palestinian Authority Free Trade Agreement to harmonise the scope of the Annex, taking into consideration developments in international trade in fish and other marine products and in particular the discussions taking place in the WTO regarding the definition of fish and fisheries products.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,Kyrgyz Republic - Moldova,"['KGZ', 'MDA']",2,1995,1995-05-16,1996-11-21,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,Yes,en,102,none,,False,False,False,False,0,bilateral_symmetric,South-South or peer agreement — no asymmetry signals detected. CCS reflects genuine bilateral negotiation.,central_asian,"Kyrgyz Republic - Moldova, Republic of","Kyrgyz Republic; Moldova, Republic of","Kyrgyz Republic; Moldova, Republic of",Bilateral,E F S,,,Language,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,"Republic of Moldova, Ministry of Economy and Infrastructure",,,,,,,,,,,
94,Kyrgyz Republic - Russian Federation,"['KGZ', 'RUS']",2,1992,1992-10-08,1993-04-24,Inactive,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,Yes,en,103,none,,False,False,False,False,1,bilateral_asymmetric,"One major economy, one smaller partner — possible power asymmetry but no known template detected. Treat with caution.",central_asian,Kyrgyz Republic - Russian Federation,,Kyrgyz Republic; Russian Federation,Bilateral,E F S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Treaty on a Free Trade Area between members of the Commonwealth of Independent States (CIS),"Russian Federation, Ministry of Foreign Affairs",,,,,,,,,,,,
95,Kyrgyz Republic - Ukraine,"['KGZ', 'UKR']",2,1995,1995-05-26,1998-01-19,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,Yes,en,104,none,,False,False,False,False,0,bilateral_symmetric,South-South or peer agreement — no asymmetry signals detected. CCS reflects genuine bilateral negotiation.,central_asian,Kyrgyz Republic - Ukraine,Kyrgyz Republic; Ukraine,Kyrgyz Republic; Ukraine,Bilateral,E F S,,,Language,,E F S,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ukraine, Ministry for Development of Economy, Trade and Agriculture",,,,,,,,,,
96,Kyrgyz Republic - Uzbekistan,"['KGZ', 'UZB']",2,1996,1996-12-24,1998-03-20,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Commonwealth of Independent States (CIS),No,No,en,105,none,,False,False,False,False,0,bilateral_symmetric,South-South or peer agreement — no asymmetry signals detected. CCS reflects genuine bilateral negotiation.,central_asian,Kyrgyz Republic - Uzbekistan,Kyrgyz Republic; Uzbekistan,Kyrgyz Republic; Uzbekistan,Bilateral,E F S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,Eurasian Economic Community (EAEC),"['BLR', 'KAZ', 'KGZ', 'RUS', 'TJK']",5,1996,1996-03-29,1997-10-08,Inactive,Customs Union,GATT Art. XXIV,Plurilateral,Commonwealth of Independent States (CIS),No,No,en,106,none,,False,False,False,True,1,plurilateral_symmetric,"5-party agreement, no dominant template detected. G20 members present: 1",central_asian,Eurasian Economic Community (EAEC),,Belarus; Kazakhstan; Kyrgyz Republic; Russian Federation; Tajikistan,Plurilateral,E F S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,EU - Tunisia,"['AUT', 'BEL', 'BGR', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GBR', 'GRC', 'HRV', 'HUN', 'IRL', 'ITA', 'LTU', 'LUX', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE', 'TUN']",29,1995,1995-07-07,1998-03-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral; One Party is an RTA,Europe; Africa,Yes,Yes,en,107,none,,False,False,False,True,4,plurilateral_symmetric,"29-party agreement, no dominant template detected. G20 members present: 4",eastern_european,EU - Tunisia,Austria; Belgium; Bulgaria; Croatia; Cyprus; Czech Republic; Denmark; Estonia; Finland; France; Germany; Greece; Hungary; Ireland; Italy; Latvia; Lithuania; Luxembourg; Malta; Netherlands; Poland; Portugal; Romania; Slovak Republic; Slovenia; Spain; Sweden; Tunisia,Austria; Belgium; Denmark; Finland; France; Germany; Greece; Ireland; Italy; Luxembourg; Netherlands; Portugal; Spain; Sweden; Tunisia; United Kingdom,Bilateral; One Party is an RTA,E F S,,E F S,Language,,,,,,,,EU Treaty,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,
99,Turkey - Israel,"['ISR', 'TUR']",2,1996,1996-03-14,1997-05-01,In Force,Free Trade Agreement,GATT Art. XXIV,Bilateral,Middle East; Europe,Yes,Yes,en,108,none,,False,False,False,False,1,bilateral_asymmetric,"One major economy, one smaller partner — possible power asymmetry but no known template detected. Treat with caution.",modern_global,Türkiye - Israel,Israel; Türkiye,Israel; Türkiye,Bilateral,E,,,Language,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,
100,EU - Andorra,"['AND', 'AUT', 'BEL', 'BGR', 'CYP', 'CZE', 'DEU', 'DNK', 'ESP', 'EST', 'FIN', 'FRA', 'GBR', 'GRC', 'HRV', 'HUN', 'IRL', 'ITA', 'LTU', 'LUX', 'LVA', 'MLT', 'NLD', 'POL', 'PRT', 'ROU', 'SVK', 'SVN', 'SWE']",29,1991,1991-06-28,1991-07-01,In Force,Customs Union,GATT Art. XXIV,Bilateral; One Party is an RTA,Europe,No,No,en,109,none,,False,False,False,True,4,plurilateral_symmetric,"29-party agreement, no dominant template detected. G20 members present: 4",eastern_european,EU - Andorra,Andorra; Austria; Belgium; Bulgaria; Croatia; Cyprus; Czech Republic; Denmark; Estonia; Finland; France; Germany; Greece; Hungary; Ireland; Italy; Latvia; Lithuania; Luxembourg; Malta; Netherlands; Poland; Portugal; Romania; Slovak Republic; Slovenia; Spain; Sweden,Andorra; Belgium; Denmark; France; Germany; Greece; Ireland; Italy; Luxembourg; Netherlands; Portugal; Spain; United Kingdom,Bilateral; One Party is an RTA,E F S,,E F S,Language,,,,,,,,EU Treaty,European Commission,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,
